,request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
527,삼진,ko,verb,/sʰa̠md͡ʑin/,ϕɶmbβym,fan,andezin,ro,noun,/andezin/,ɶmbøβym,Andesin
528,treen,en,verb,/ˈtɹin/,pym,treen,긺,ko,noun,/kim/,pym,긺
529,uncut,en,adjective,/ˌənˈkət/,əmpəp,uncut,capăt,ro,noun,/kapət/,pɶpəp,end
530,시체,ko,adjective,/ɕʰit͡ɕʰe̞/,ϕypϕø,dead body,dece,eo,verb,/det͡se/,bøpϕø,dece
531,씨족,ko,verb,/ɕ͈id͡ʑo̞k̚/,ϕybβop,clan,echivoc,ro,noun,/ekʲ̩ivok/,øpyβop,equivocal
532,brite,en,adjective,/ˈbɹaɪt/,bɶʏp,brite,Laib,de,noun,/laɪ̯p/,lɶʏp,loaf
533,朽ちる,ja,verb,/kɯtɕiɾɯ/,pupϕyu,Decay,bellefeuille,en,verb,/ˌbɛɫəfiˈuɫ/,bœəϕyu,bellefeuille
534,감기,ko,adjective,/ka̠mɡi/,pɶmy,cold,cañí,es,noun,/kaˈɲi/,pɶmy,Cañí.
535,trauen,de,verb,/ˈtʀaʊ̯ən/,pɶʊəm,trust,丢人,zh-cn,verb,/tjoʊ˥˥ ʐən˧˥/,poʊəm,Shameful
536,trone,en,adjective,/ˈtɹoʊn/,poʊm,trone,Bohrung,de,noun,/ˈboːʀʊŋ/,boʊm,drilling
537,trono,eo,adjective,/trono/,promo,throne,abonó,es,verb,/aβoˈno/,ɶβomo,fertilizer
538,decay,en,verb,/dɪˈkeɪ/,bʏpøʏ,decay,付给,zh-cn,verb,/fu˥˩ keɪ˨˩˦/,ϕupøʏ,Give
539,kerusakan,id,verb,/kərusakan/,pəruϕɶpɶm,damage,aballestan,es,verb,/aβaʎestan/,ɶβɶløϕpɶm,aballestan.
540,부식,ko,verb,/puɕʰik̚/,puϕyp,corrosion,cosit,ro,verb,/kosit/,poϕyp,mowing
541,soden,en,adjective,/ˈsoʊdən/,ϕoʊbəm,soden,breabăn,ro,noun,/brĕabən/,brɶbəm,breaban
542,소화기,ko,adjective,/sʰo̞βwa̠ɡi/,ϕoβrɶy,Fire extinguisher,aduhai,id,noun,/aduhai/,ɶburɶy,Aduhai
543,解析,zh-cn,verb,/tɕjɛ˨˩˦ ɕi˥˥/,pϕœϕy,Analyze,addressee,en,adjective,/ˌædɹɛˈsi/,æbœϕy,addressee
544,analizi,eo,verb,/analizi/,ɶmɶlyβy,to analyze,adscribí,es,verb,/aðskɾiˈβi/,ɶβϕpyβy,ADScribe
545,상점,ko,verb,/sʰa̠ŋd͡ʑʌ̹m/,ϕɶmbβɔm,shop,monzon,en,verb,/moʊnˈzɔn/,moʊmβɔm,monzon
546,挑剔,zh-cn,verb,/tʰjɑʊ˥˥ tʰi˥˥/,pɒʊpy,Picky,bouchie,en,adjective,/ˈbaʊtʃi/,bɶʊpy,bouchie
547,fussy,en,adjective,/ˈfəsi/,ϕəϕy,fussy,besi,id,noun,/bəsi/,bəϕy,iron
548,停止,zh-cn,verb,/tʰɪŋ˧˥ ʈʂɚ˨˩˦/,pʏm,Stop,Kinn,de,noun,/kɪn/,pʏm,chin
549,cacingan,id,verb,/tʃatʃiŋan/,pɶpymɶm,Worms,abisman,es,verb,/aβizman/,ɶβyβmɶm,Abisman.
550,vermo,eo,verb,/vermo/,βørmo,worm,durno,id,noun,/durno/,burmo,Durno
551,meratapi,id,verb,/məratapi/,mərɶpɶpy,mourni.,asociatii,ro,noun,/asotʃiatij/,ɶϕopyɶpy,associations
552,mourn,en,verb,/ˈmɔɹn/,mɔm,mourn,넌,ko,noun,/nʌ̹n/,mɔm,You
553,培养,zh-cn,verb,/pʰeɪ˧˥ jɑŋ˨˩˦/,pøʏɒm,bring up,baylon,en,noun,/ˈbeɪɫɑn/,bøʏɒm,baylon
554,anbraten,de,verb,/ˈʔanˌbrɑːtən/,bɶmbrɒpəm,fry,comportăm,ro,verb,/komportəm/,pomporpəm,behave
555,treen,en,verb,/ˈtɹin/,pym,treen,tin,eo,noun,/tin/,pym,tin
556,삼진,ko,verb,/sʰa̠md͡ʑin/,ϕɶmbβym,fan,albardín,es,noun,/alβaˈɾðin/,ɶlβɶβym,Albardin
557,경고,ko,verb,/kjʌ̹ŋɡo̞/,pɔmo,warning,Bongo,de,noun,/ˈbɔŋo/,bɔmo,Bongo
558,warnt,de,verb,/ˈvaɾnt/,βɶmp,warning,banc,ro,noun,/bank/,bɶmp,bank
559,memperingatkan,id,verb,/məmpəriŋatkan/,məmpərymɶppɶm,warning,sanfranciscan,ro,adjective,/sanfrantʃiskan/,ϕɶmϕrɶmpyϕpɶm,sanfranciscan
560,anregen,de,verb,/ˈʔanˌɾeːgən/,bɶmøbəm,stimulate,abandon,en,verb,/əˈbændən/,əbæmbəm,abandon
561,송곳니,ko,verb,/sʰo̞ŋɡo̞nni/,ϕomommy,canine,万人迷,zh-cn,noun,/wan˥˩ ʐən˧˥ mi˧˥/,rɶməmmy,Tenure
562,轻蔑,zh-cn,verb,/tɕʰɪŋ˥˥ mjɛ˥˩/,pϕʏmmœ,Contempt,고린내,ko,adjective,/ko̞ɾinnɛ̝/,poymmœ,Corinthian
563,경멸,ko,verb,/kjʌ̹ŋmjʌ̹ɭ/,pɔmmɔ,contempt,冷漠,zh-cn,noun,/lɤŋ˨˩˦ mɔ˥˩/,lommɔ,indifferent
564,cemooh,id,verb,/tʃəmoʔoh/,pəmobor,Cemoo,acordor,ro,noun,/akordor/,ɶporbor,tuner
565,scorn,en,verb,/ˈskɔɹn/,ϕpɔm,scorn,아편,ko,noun,/a̠pʰjʌ̹n/,ɶpɔm,opium
566,逗,zh-cn,verb,/toʊ˥˩/,poʊ,tease,cho,en,verb,/ˈtʃoʊ/,poʊ,cho
567,tease,en,verb,/ˈtiz/,pyβ,tease,Kiew,de,noun,/ˈkiːv/,pyβ,Kiev
568,menggoda,id,verb,/məŋgoda/,məmbobɶ,teasing,난호다,ko,verb,/na̠nβo̞da̠/,mɶmβobɶ,I do not
569,necken,de,verb,/ˈnɛkən/,mœpəm,tease,antem,id,noun,/antəm/,ɶmpəm,antem
570,ĉashundo,eo,verb,/t͡ʃashundo/,pɶϕrumbo,Hound,Kommando,de,noun,/ˈkɔmmando/,pɔmmɶmbo,command
571,hetzen,de,verb,/ˈhɛtsən/,rœpϕəm,rush,亢奋,zh-cn,noun,/kʰɑŋ˥˩ fən˥˩/,pɒmϕəm,Excited
572,anjing,id,verb,/andʒiŋ/,ɶmbym,dog,aladeen,en,verb,/æɫəˈdin/,æəbym,aladeen
573,아닌,ko,adjective,/a̠nin/,ɶmym,not,angin,id,noun,/aŋin/,ɶmym,wind
574,非,zh-cn,verb,/feɪ˥˥/,ϕøʏ,non-,fager,en,noun,/ˈfeɪɡɝ/,ϕøʏ,fager
575,죽이다,ko,verb,/t͡ɕuɡida̠/,pϕuybɶ,To kill,belida,id,verb,/bəlida/,bəlybɶ,belida
576,penal,en,adjective,/ˈpinəɫ/,pymə,penal,chingă,ro,adjective,/kʲ̩inɡə/,pymə,strap
577,tatapan,id,verb,/tatapan/,pɶpɶpɶm,stare,entsprang,de,verb,/ʔɛntˈʃpɾaŋ/,bœmppɶm,random
578,구애하다,ko,verb,/kuɛ̝ɦa̠da̠/,puœɶbɶ,Conceive,babadag,ro,noun,/babadaɡ/,bɶbɶbɶ,Babadag
579,凝视,zh-cn,verb,/nɪŋ˧˥ ʂɚ˥˩/,mʏm,gaze,earning,en,verb,/ˈɝnɪŋ/,mʏm,earning
580,perry,en,verb,/ˈpɛɹi/,pœy,perry,대기,ko,verb,/tɛ̝ɡi/,pœy,Waiting
581,mereda,id,verb,/mərəda/,mərəbɶ,Deathfully,lăpăda,ro,verb,/ləpəda/,ləpəbɶ,LAPADAT
582,schonen,de,verb,/ʃoːnən/,oməm,protect,ahlman,en,noun,/ˈɑɫmən/,ɒməm,ahlman
583,spare,en,adjective,/ˈspɛɹ/,ϕpœ,spare,Sketsch,de,,/ˈskɛʧ/,ϕpœ,Socket
584,meluangkan,id,adjective,/məluaŋkan/,məluɶmpɶm,to spare,결정판,ko,noun,/kjʌ̹ɭd͡ʑʌ̹ŋpʰa̠n/,pɔbβɔmpɶm,Crystal plate
585,tardy,en,adjective,/ˈtɑɹdi/,pɒby,tardy,Kadi,de,noun,/ˈkɑːdi/,pɒby,Kadi
586,terlambat,id,adjective,/tərlambat/,pərlɶmbɶp,late,acufundat,ro,adjective,/akufundat/,ɶpuϕumbɶp,accurately
587,찔레,ko,adjective,/t͡ɕ͈iɭɭe̞/,pϕyø,briar,asiré,es,verb,/asiˈɾe/,ɶϕyø,ASIRÉ.
588,briar,en,adjective,/ˈbɹaɪɝ/,bɶʏ,briar,Bai,de,noun,/ˈbaɪ̯/,bɶʏ,Bai
589,menerjunkan,id,adjective,/mənərdʒunkan/,məmərbumpɶm,precipitate,ciclopentan,ro,adjective,/tʃiklopentan/,pyplopømpɶm,cyclopentan
590,찌끼,ko,adjective,/t͡ɕ͈ik͈i/,pϕypy,tailings,agiti,eo,noun,/agiti/,ɶbypy,Agiti
591,sampah,id,adjective,/sampah/,ϕɶmpɶr,Trash,agitau,ro,verb,/adʒitaw/,ɶbypɶr,bobbed
592,terkulai,id,verb,/tərkulai/,pərpulɶy,Droop,forbalai,eo,noun,/forbalai/,ϕorbɶlɶy,Forbalai
593,droop,en,verb,/ˈdɹup/,bup,droop,buc,ro,noun,/buk/,bup,Each
594,下垂,zh-cn,verb,/ɕja˥˩ ʈʂʰweɪ˧˥/,ϕɶrøʏ,Sag,alleyway,en,adjective,/ˈæɫiˌweɪ/,æyrøʏ,alleyway
595,sinken,de,verb,/ˈzɪŋkən/,βʏmpəm,sink,abston,en,noun,/ˈæbstən/,æbϕpəm,abston
596,감히,ko,verb,/ka̠mʝi/,pɶmy,dare,アラニン,ja,noun,/aɾaniɴ/,ɶɶmy,Alanine
597,eingeschüchtert,de,verb,/ʔaengəˈʃʏçtɛɾt/,bɶømbəʏpœp,intimidated,깰깩깰깩,ko,noun,/k͈ɛ̝ɭk͈ɛ̝k̚k͈ɛ̝ɭk͈ɛ̝k̚/,pœpœppœpœp,Break break
598,태아,ko,adjective,/tʰɛ̝a̠/,pœɶ,fetus,铁叉,zh-cn,noun,/tʰjɛ˨˩˦ ʈʂʰa˥˥/,pœɶ,Iron fork
599,같은,ko,adjective,/ka̠tʰɯn/,pɶpum,same,Backhuhn,de,noun,/ˈbakun/,bɶpum,Baking chicken
600,egala,eo,adjective,/egala/,øbɶlɶ,equal,哗啦,zh-cn,noun,/xwa˥˥ la˥˥/,ϕrɶlɶ,哗
601,等しい,ja,adjective,/çitoɕii/,ypoϕyy,equal,갤찍이,ko,verb,/kɛ̝ɭt͡ɕ͈iɡi/,pœpϕyy,Galk
602,equal,en,adjective,/ˈikwəɫ/,yprə,equal,acră,ro,noun,/akrə/,ɶprə,acres
603,sama,id,adjective,/sama/,ϕɶmɶ,same,Anna,de,noun,/ˈʔana/,bɶmɶ,Anna
604,香ばしい,ja,adjective,/koɯbaɕii/,poubɶϕyy,sweet,成仁取义,zh-cn,verb,/ʈʂʰɤŋ˧˥ ʐən˧˥ tɕʰy˨˩˦ i˥˩/,oməmpϕyy,Becomes
605,렌즈,ko,verb,/ɾe̞nd͡ʑɯ/,ømbβu,lens,broadview,en,noun,/ˈbɹɔdˌvju/,bɔbβu,broadview
606,솜씨,ko,verb,/sʰo̞mɕ͈i/,ϕomϕy,workmanship,fingí,es,verb,/fiˈŋxi/,ϕymϕy,pretended
607,选择,zh-cn,verb,/ɕɥœn˨˩˦ tsɤ˧˥/,ϕœmpϕo,select,えんがちょ,ja,noun,/eɴgatɕo/,øbɶpϕo,ち ち う
608,memutuskan,id,verb,/məmutuskan/,məmupuϕpɶm,deciding,가락지빵,ko,noun,/ka̠ɾa̠k̚t͡ɕ͈ip͈a̠ŋ/,pɶɶppϕypɶm,Rock
609,끊다,ko,verb,/k͈ɯntʰa̠/,pumpɶ,Quit,bonca,ro,noun,/bonka/,bompɶ,groan
610,붕괴,ko,adjective,/puŋɡø̞/,pumø,collapse,ahumé,es,verb,/auˈme/,ɶumø,Ahumé.
611,raffiniert,de,verb,/ɾafˈfɪniːɾt/,ɶϕϕʏmyp,refined,잠닉,ko,verb,/t͡ɕa̠mnik̚/,pϕɶmmyp,Lock
612,焼く,ja,verb,/jakɯ/,ɶpu,Bake,押铺,zh-cn,verb,/ja˥˥ pʰu˥˩/,ɶpu,Bed
613,malu,id,adjective,/malu/,mɶlu,shy,dealu,ro,noun,/dĕalu/,bɶlu,hill
614,timema,eo,adjective,/timema/,pymømɶ,timid,はてな,ja,noun,/hatena/,rɶpømɶ,Honey
615,보증금,ko,adjective,/po̞d͡ʑɯŋɡɯm/,pobβumum,deposit,mancomún,es,noun,/maŋkoˈmun/,mɶmpomum,Mancominum
616,vouch,en,adjective,/ˈvaʊtʃ/,βɶʊp,vouch,Laub,de,noun,/laʊ̯p/,lɶʊp,leaves
617,bürgen,de,verb,/ˈbʏɾgən/,bʏbəm,guarantee,amben,id,noun,/ambən/,ɶmbəm,divan
618,menjamin,id,adjective,/məndʒamin/,məmbɶmym,ensure,Suppengrün,de,noun,/ˈzʊppɛŋɾyn/,βʊppœmym,Soup green
619,hantu,id,verb,/hantu/,rɶmpu,ghost,信徒,zh-cn,noun,/ɕɪn˥˩ tʰu˧˥/,ϕʏmpu,believer
620,도깨비,ko,verb,/to̞k͈ɛ̝bi/,popœby,Goblin,entebbe,en,noun,/ˌɛnˈtɛbi/,œmpœby,entebbe
621,segan,id,adjective,/səgan/,ϕəbɶm,disinclined,Lehrgang,de,noun,/ˈleɾgaŋ/,løbɶm,course
622,싫은,ko,adjective,/ɕʰiɾɯn/,ϕyum,loath,mișun,ro,noun,/miʃun/,myum,movement
623,abgeneigt,de,verb,/ʔapgəˈnaekt/,bɶpbəmɶøpp,saw,anteproiect,ro,noun,/anteprojekt/,ɶmpøproøpp,preliminary draft
624,abomeno,eo,adjective,/abomeno/,ɶbomømo,Abomination,pintenog,ro,adjective,/pintenoɡ/,pympømo,pintenog
625,겁쟁이,ko,adjective,/kʌ̹p̚t͡ɕ͈ɛ̝ŋi/,pɔppϕœmy,Coward,documentary,en,noun,/ˌdɑkjəˈmɛnɝi/,bɒpəmœmy,documentary
626,투수판,ko,verb,/tʰusʰupʰa̠n/,puϕupɶm,mound,abaratan,es,verb,/aβaɾatan/,ɶβɶɶpɶm,Abauratan
627,harry,en,verb,/ˈhɛɹi/,rœy,harry,해일,ko,noun,/hɛ̝iɭ/,rœy,Tsunami
628,괴롭히다,ko,verb,/kø̞ɾo̞pʰida̠/,pøopybɶ,bully,bertiga,id,noun,/bərtiga/,bərpybɶ,Threesome
629,persembahan,id,verb,/pərsəmbahan/,pərϕəmbɶrɶm,Offering,contextuan,es,noun,/kontekstwan/,pompøpϕprɶm,Contextuan.
630,賢い,ja,adjective,/kaɕikoi/,pɶϕypoy,smart,filikoj,eo,noun,/filikoi/,ϕylypoy,ferns
631,사전,ko,verb,/sʰa̠d͡ʑʌ̹n/,ϕɶbβɔm,dictionary,hands-on,en,noun,/ˌhænˈzɔn/,ræmβɔm,hands-on
632,喷,zh-cn,verb,/pʰən˥˥/,pəm,spray,cămi,ro,verb,/kəmʲ/,pəm,CAMI
633,menyembur,id,verb,/məɲəmbur/,məməmbur,Snow,calambur,ro,noun,/kalambur/,pɶlɶmbur,pun
634,spurt,en,verb,/ˈspɝt/,ϕpp,spurt,ftp,de,verb,/ˈftp/,ϕpp,FTP
635,welch,en,verb,/ˈwɛɫtʃ/,rœp,welch,핵,ko,noun,/hɛ̝k̚/,rœp,nucleus
636,bliss,en,verb,/ˈbɫɪs/,bʏϕ,bliss,Biss,de,noun,/bɪs/,bʏϕ,bite
637,kebahagiaan,id,verb,/kəbahagiaʔan/,pəbɶrɶbyɶbɶm,happiness,Absatzrückgang,de,noun,/ˈʔapˌzatsɾʏkgaŋ/,bɶpβɶpϕʏpbɶm,Sales decline
638,porky,en,verb,/ˈpɔɹki/,pɔpy,porky,墨翟,zh-cn,noun,/mɔ˥˩ ti˧˥/,mɔpy,Ink
639,gemuk,id,verb,/gəmuʔ/,bəmub,fat,alamoud,en,verb,/ˈæɫəˌmud/,æəmub,alamoud
640,berhenti,id,verb,/bərhənti/,bərrəmpy,Stop,녹는띠,ko,noun,/no̞ŋnɯnt͈i/,mommumpy,Melting band
641,중지,ko,verb,/t͡ɕuŋd͡ʑi/,pϕumbβy,stop,ＢＣＧ,ja,noun,/biːɕiːdʑiː/,byϕybβy,Bcg
642,cease,en,verb,/ˈsis/,ϕyϕ,cease,gis,es,verb,/xis/,ϕyϕ,chalk
643,맹세,ko,adjective,/mɛ̝ŋsʰe̞/,mœmϕø,vow,ajunse,ro,verb,/aʒunse/,ɶumϕø,reached
644,mencuci,id,adjective,/məntʃutʃi/,məmpupy,wash,banducci,en,noun,/bɑnˈdutʃi/,bɒmbupy,banducci
645,和らげる,ja,verb,/jaɰᵝaɾageɾɯ/,ɶɶɶbøu,relieve,fildeșiu,ro,verb,/fildeʃju/,ϕylbøu,fildeşiu
646,gumpalan,id,verb,/gumpalan/,bumpɶlɶm,Clump,acvaplan,ro,noun,/akvaplan/,ɶpβɶplɶm,aquaplan
647,umble,en,adjective,/ˈəmbəɫ/,əmbə,umble,gambă,ro,noun,/ɡambə/,ɶmbə,calf
648,シニック,ja,adjective,/ɕinikːɯ/,ϕymypu,Syenic,baniciu,ro,noun,/banitʃ̩u/,bɶmypu,Baniciu
649,cynic,en,adjective,/ˈsɪnɪk/,ϕʏmʏp,cynic,Abschnitt,de,noun,/ˈapˌʃnɪt/,ɶpmʏp,section
650,sinis,id,adjective,/sinis/,ϕymyϕ,cynical,admis,ro,verb,/admis/,ɶbmyϕ,accepted
651,높은,ko,adjective,/no̞pʰɯn/,mopum,High,after-room,en,noun,/ˈæftɝˌɹum/,æϕpum,after-room
652,耐心,zh-cn,verb,/naɪ˥˩ ɕɪn˥˥/,mɶʏϕʏm,patient,addressing,en,verb,/əˈdɹɛsɪŋ/,əbœϕʏm,addressing
653,porky,en,verb,/ˈpɔɹki/,pɔpy,porky,넣기,ko,verb,/nʌ̹kçi/,mɔpy,Putting
654,belastet,de,verb,/bəˈlastət/,bəlɶϕpəp,burden,aeronautic,en,adjective,/ˌɛɹoʊˈnɑtək/,œoʊmɒpəp,aeronautic
655,냄새,ko,verb,/nɛ̝msʰɛ̝/,mœmϕœ,smell,便携,zh-cn,noun,/pjɛn˥˩ ɕjɛ˧˥/,pœmϕœ,Portable
656,臭い,ja,adjective,/kɯsai/,puϕɶy,odor,가사리,ko,noun,/ka̠sʰa̠ɾi/,pɶϕɶy,Tamper
657,闻,zh-cn,verb,/uən˧˥/,uəm,smell,ruhen,de,verb,/ˈʀuːən/,uəm,rest
658,bau,id,verb,/bau/,bɶu,smell,ガール,ja,noun,/gaːɾɯ/,bɶu,Girl
659,저감,ko,adjective,/t͡ɕʌ̹ɡa̠m/,pϕɔɶm,Reduction,国产,zh-cn,adjective,/kuɔ˧˥ ʈʂʰan˨˩˦/,puɔɶm,Domestic production
660,똥,ko,adjective,/t͈o̞ŋ/,pom,shit,kong,id,noun,/koŋ/,pom,Kong.
661,파도,ko,verb,/pʰa̠do̞/,pɶbo,wave,ＣＡＤ,ja,noun,/kjado/,pɶbo,CAD
662,lyden,en,adjective,/ˈɫaɪdən/,ɶʏbəm,lyden,cedăm,ro,verb,/tʃedəm/,pøbəm,yield
663,해안,ko,verb,/hɛ̝a̠n/,rœɶm,Coast,血战,zh-cn,noun,/ɕɥœ˥˩ ʈʂan˥˩/,ϕœɶm,bloody battle
664,착수하다,ko,verb,/t͡ɕʰa̠ks͈uɦa̠da̠/,pϕɶpϕuɶbɶ,Undertake,だから何だ,ja,noun,/dakaɾanaɴda/,bɶpɶɶmɶbɶ,So what is
665,apply,en,verb,/əˈpɫaɪ/,əpɶʏ,apply,出台,zh-cn,verb,/ʈʂʰu˥˥ tʰaɪ˧˥/,upɶʏ,Introduce
666,apliki,eo,verb,/apliki/,ɶplypy,Apply,ＡＤＰ,ja,noun,/eːdeiːpiː/,øbøypy,ADP
667,menerapkan,id,verb,/mənərapkan/,məmərɶppɶm,apply,不安定感,zh-cn,verb,/pu˥˩ an˥˥ tɪŋ˥˩ kan˨˩˦/,puɶmpʏmpɶm,Uneasiness
668,申请,zh-cn,verb,/ʂən˥˥ tɕʰɪŋ˨˩˦/,əmpϕʏm,Application,abfing,de,verb,/ˈʔapˌfɪŋ/,bɶpϕʏm,refing
669,대다,ko,verb,/tɛ̝da̠/,pœbɶ,apply,störbar,de,,/ʃtœɾˈbaɽ/,pœbɶ,disturbible
670,anwenden,de,verb,/ˈʔanvɛndn̩/,bɶmβœmbm,apply,weisenborn,en,adjective,/ˈwaɪsɪnbɝn/,rɶʏϕʏmbm,weisenborn
671,mencucup,id,verb,/məntʃutʃup/,məmpupup,slurp,combătut,ro,verb,/kombətut/,pombəpup,combatant
672,한옥,ko,adjective,/ha̠no̞k̚/,rɶmop,Hanok,pinot,ro,noun,/pinot/,pymop,Pinot
673,주사위,ko,verb,/t͡ɕusʰa̠ɥi/,pϕuϕɶy,dice,bonsái,es,adjective,/bonˈsai/,bomϕɶy,Bonsai
674,ramai,id,adjective,/ramai/,rɶmɶy,crowded,가냐귀,ko,noun,/ka̠ɲja̠ɡɥi/,pɶmɶy,Canyard
675,hazel,en,adjective,/ˈheɪzəɫ/,røʏβə,hazel,Läuse,de,noun,/ˈlɔɪ̯zə/,lɔʏβə,lice
676,avelo,eo,adjective,/avelo/,ɶβølo,Avelo,afelio,es,adjective,/afeljo/,ɶϕølo,aphelion
677,pusing,id,adjective,/pusiŋ/,puϕym,dizzy,exim,ro,noun,/eksim/,øpϕym,Exim
678,고물,ko,adjective,/ko̞muɭ/,pomu,stern,ウォーム,ja,noun,/ɯoːmɯ/,uomu,Worm
679,stern,en,adjective,/ˈstɝn/,ϕpm,stern,stn,ro,noun,/stn/,ϕpm,stn.
680,厳しい,ja,adjective,/ikameɕii/,ypɶmøϕyy,Strict,다마치기,ko,noun,/ta̠ma̠t͡ɕʰiɡi/,pɶmɶpϕyy,Target
681,buritan,id,adjective,/buritan/,burypɶm,stern,abaratan,es,verb,/aβaɾatan/,ɶβɶɶpɶm,Abauratan
682,hymie,en,verb,/ˈhaɪmi/,rɶʏmy,hymie,情欲,zh-cn,noun,/tɕʰɪŋ˧˥ y˥˩/,pϕʏmy,lust
683,smoky,en,adjective,/ˈsmoʊki/,ϕmoʊpy,smoky,俏皮,zh-cn,noun,/tɕʰjɑʊ˥˩ pʰi˧˥/,pϕɒʊpy,Playful
684,penjara,id,verb,/pəndʒara/,pəmbɶrɶ,jail,acatarra,es,noun,/akatara/,ɶpɶpɶrɶ,ACCATRATE.
685,삼진,ko,verb,/sʰa̠md͡ʑin/,ϕɶmbβym,fan,berizin,id,noun,/bərizin/,bəryβym,License
686,treen,en,verb,/ˈtɹin/,pym,treen,chim,ro,verb,/kʲ̩im/,pym,chyme
687,증기,ko,adjective,/t͡ɕɯŋɡi/,pϕumy,steam,izumi,en,noun,/ɪˈzumi/,ʏβumy,izumi
688,menjaga,id,verb,/məndʒaga/,məmbɶbɶ,keep,kontaĝa,eo,adjective,/kontad͡ʒa/,pompɶbɶ,contagious
689,bewachen,de,verb,/bəˈvaxn̩/,bəβɶϕm,guard,dadaism,ro,noun,/dadajsm/,bɶbɶϕm,Dadaism
690,가드,ko,verb,/ka̠dɯ/,pɶbu,Guard,babu,id,noun,/babu/,bɶbu,Babu.
691,gardisto,eo,verb,/gardisto/,bɶrbyϕpo,Guardian,aballestó,es,verb,/aβaʎeˈsto/,ɶβɶløϕpo,aballese
692,현장,ko,verb,/çjʌ̹nd͡ʑa̠ŋ/,ɔmbβɶm,Scene,abgewaschen,de,verb,/ˈapɡəˌvaʃn̩/,ɶpəβɶm,washed
693,tempat,id,verb,/təmpat/,pəmpɶp,the place,hábitat,es,noun,/ˈaβitat/,ɶβypɶp,habitat
694,locus,en,verb,/ˈɫoʊkəs/,oʊpəϕ,locus,Astes,de,adjective,/astəs/,ɶϕpəϕ,Astes
695,pavon,en,adjective,/ˈpɑvən/,pɒβəm,pavon,Arsen,de,noun,/ˈʔaɾzən/,bɶβəm,arsenic
696,파티,ko,adjective,/pʰa̠tʰi/,pɶpy,party,batí,es,noun,/baˈti/,bɶpy,bati
697,漂浮,zh-cn,verb,/pʰjɑʊ˥˥ fu˧˥/,pɒʊϕu,float,kofu,en,noun,/ˈkoʊfu/,poʊϕu,kofu
698,mengapung,id,verb,/məŋapuŋ/,məmɶpum,float,cvantum,ro,noun,/kvantum/,pβɶmpum,Coptum
699,flosi,eo,verb,/flosi/,ϕloϕy,float,ＩＯＣ,ja,noun,/aioːɕiː/,ɶyoϕy,Ioc
700,schweben,de,verb,/ˈʃveːbən/,βøbəm,hover,amben,id,noun,/ambən/,ɶmbəm,divan
701,浮く,ja,verb,/ɯkɯ/,upu,float,uchú,es,noun,/uˈtʃu/,upu,Uchoo
702,장미,ko,verb,/t͡ɕa̠ŋmi/,pϕɶmmy,rose,alumni,id,noun,/alumni/,ɶlummy,Alumni
703,skui,eo,verb,/skui/,ϕpuy,shake,akui,id,noun,/akui/,ɶpuy,Acknowledge
704,揺する,ja,verb,/jɯsɯɾɯ/,uϕuu,Shake,주구,ko,noun,/t͡ɕuɡu/,pϕuu,King
705,担心,zh-cn,verb,/tan˥˥ ɕɪn˥˥/,pɶmϕʏm,worry,abfing,de,verb,/ˈʔapˌfɪŋ/,bɶpϕʏm,refing
706,khawatir,id,verb,/ʔhawatir/,brɶrɶpyr,worried,bumbeștijiu,ro,adjective,/bumbeʃtʲʒiw/,bumbøpyr,Bumbestijau
707,걱정,ko,verb,/kʌ̹k̚t͡ɕ͈ʌ̹ŋ/,pɔppϕɔm,worry,Blockform,de,noun,/ˈblɔkfɔɾm/,blɔpϕɔm,Block form
708,botox,en,verb,/ˈboʊˌtɔks/,boʊpɔpϕ,botox,Aborts,de,noun,/ˈʔapˌʔɔɾts/,bɶpbɔpϕ,Abort
709,맷돌,ko,adjective,/mɛ̝t̚t͈o̞ɭ/,mœppo,millstone,cacto,es,adjective,/kakto/,pɶppo,cactus
710,tight,en,adjective,/ˈtaɪt/,pɶʏp,tight,Laib,de,noun,/laɪ̯p/,lɶʏp,loaf
711,ketat,id,adjective,/kətat/,pəpɶp,strict,ajutat,ro,verb,/aʒutat/,ɶupɶp,helped
712,마수,ko,adjective,/ma̠sʰu/,mɶϕu,Massage,pasu,id,noun,/pasu/,pɶϕu,Pasu.
713,도끼,ko,adjective,/ˈto̞ːk͈i/,popy,ax,可比,zh-cn,verb,/kʰɤ˨˩˦ pi˨˩˦/,popy,comparable
714,dawdy,en,adjective,/ˈdɔdi/,bɔby,dawdy,너비,ko,verb,/nʌ̹bi/,mɔby,width
715,吓人,zh-cn,verb,/ɕja˥˩ ʐən˧˥/,ϕɶəm,Scary,caem,id,noun,/tʃaəm/,pɶəm,Caem
716,titis,id,adjective,/titis/,pypyϕ,bead,altarpiece,en,noun,/ˈɔɫtɝˌpis/,ɔppyϕ,altarpiece
717,코뿔소,ko,adjective,/kʰo̞p͈uɭsʰo̞/,popuϕo,Rhinoceros,不符合,zh-cn,verb,/pu˥˩ fu˧˥ xɤ˧˥/,puϕuϕo,incompatible
718,conal,en,adjective,/ˈkoʊnəɫ/,poʊmə,conal,Daune,de,noun,/ˈdaʊ̯nə/,bɶʊmə,Down
