request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,request_word_ja,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en,response_word_ja
هادئ,ar,adjective,/haːdiʔ/,ɶyb,calm,落ち着いて,schattiert,de,verb,/ʃatiːɾt/,ɶyb,shaded,影付き
diam,id,adjective,/diam/,yɶm,silent,静けさ,pircan,es,verb,/piɾkan/,yɶm,Pircan,ピルカン
devoir,fr,verb,/dəvwaʁ/,əɶb,to have to,しなければならない,Bernhard,de,noun,/bəˈɾnhaɾt/,əɶb,Bernhard,ベルンハルト
utang,id,verb,/utaŋ/,uɶm,debt,借金,brúsann,is,verb,/pruːsan/,uɶm,shower,シャワー
欠,zh-cn,verb,/tɕʰjɛn˥˩/,bœm,owe,借りている,Creme,de,noun,/kʁɛːm/,bœm,cream,クリーム
vingla,sv,verb,/²v'ɪŋːla/,ʏmɶ,wobble,ぐらぐらする,umla,is,verb,/ʏmla/,ʏmɶ,mumble,つぶやく
flattern,de,verb,/ˈflatɛɾn/,bɶœm,flutter,フラッター,Troyenne,fr,noun,/tʁwajɛn/,bɶœm,Trojanne,トロジャン
merawat,id,verb,/mərawat/,əɶɶb,nurse,看護婦,remaniasse,fr,verb,/ʁəmanjas/,əɶɶb,reminiasses,reminiasses
behandla,sv,verb,/bɛh'anːdla/,œɶmbɶ,treat,扱う,대상자,ko,noun,/tɛ̝sʰa̠ŋd͡ʑa̠/,œɶmbɶ,Subject,主題
对待,zh-cn,verb,/tweɪ˥˩ taɪ˥˩/,øʏɶʏ,treat,扱う,chatichai,en,noun,/ˈtʃætɪˌtʃaɪ/,æʏɶʏ,chatichai,チャタイチャイ
치료하다,ko,verb,/t͡ɕʰiɾjoɦa̠da̠/,byoɶɶ,Treat,扱う,exhortarla,es,verb,/eksoɾtaɾla/,øboɶɶ,exhort it,それを勧めます
يترك,ar,verb,/jatruk/,ɶub,Leaves,葉,accourt,fr,verb,/akuʁ/,ɶub,run,走る
خجول,ar,verb,/xadʒuːl/,ɶub,Timid,ti病,carub,ro,noun,/karub/,ɶub,carob,カロブ
ruglaður,is,verb,/rʏklaðʏr/,ʏbɶʏ,dizzy,めまいが,whitmire,en,noun,/ˈhwɪtˌmaɪɹ/,ʏbɶʏ,whitmire,ホイットマイア
berhasil,id,verb,/bərhasil/,əɶyb,succeed,成功した,pătratic,ro,adjective,/pətratik/,əɶyb,quadratic,二次
lyckas,sv,verb,/²l'ʏkːas/,ʏɶb,succeed,成功した,yljað,is,noun,/ɪljað/,ʏɶb,wool,ウール
succeed,en,verb,/səkˈsid/,əbyb,succeed,成功した,pățit,ro,adjective,/pətsit/,əbyb,happened,起こりました
takast,is,verb,/tʰaːkast/,ɶɶbb,address,住所,galax,sv,noun,/gal'akːs/,ɶɶbb,Galaxy,銀河
ينجح,ar,verb,/jandʒaħ/,ɶmɶb,Success,成功,Andacht,de,noun,/ʔandaˈçt/,ɶmɶb,Prayer,祈り
preferir,es,verb,/pɾefeɾiɾ/,øøy,prefer,好む,elevi,ro,noun,/elevʲ/,øøy,students,学生
mieluummin,fi,verb,/ˈmieluummin/,yøuumym,rather,それよりも,백수풍신,ko,noun,/pɛ̝ks͈upʰuŋɕʰin/,œbuumym,White water,白水
선호하다,ko,verb,/sʰʌ̹nβo̞ɦa̠da̠/,ɔmoɶɶ,prefer,好む,丸の侭,ja,noun,/maɾɯnomama/,ɶuoɶɶ,Shyness,丸の侭
picken,de,verb,/ˈpɪkən/,ʏəm,peck,ペック,信任,zh-cn,noun,/ɕɪn˥˩ ʐən˥˩/,ʏəm,trust,信頼
旺盛,zh-cn,verb,/wɑŋ˥˩ ʂɤŋ˥˩/,ɑom,exuberant,熱狂的です,radon,fi,noun,/ˈrɑdon/,ɑom,radon,ラドン
exuberante,es,adjective,/eksuβeɾante/,øbuøɶmø,exuberant,熱狂的です,interesante,ro,adjective,/interesante/,ymøøɶmø,Interesting,面白い
hujan,id,adjective,/hudʒan/,uɶm,rain,雨,hrjúfan,is,adjective,/r̥juːvan/,uɶm,rough,粗い
ploios,ro,adjective,/plojos/,boob,rainy,雨の,plomos,es,verb,/plomos/,boob,Plomos,plomos
rainy,en,adjective,/ˈɹeɪni/,øʏy,rainy,雨の,睡衣,zh-cn,noun,/ʂweɪ˥˩ i˥˥/,øʏy,pajamas,パジャマ
sträva,sv,verb,/²str'ɛːva/,bœɶ,strive,努力,Cäsar,de,noun,/tsɛˈzaɽ/,bœɶ,Caesar,シーザー
phấn đấu,vi,verb,/fɤ̆ŋ˩˧ dɤ̆w˩˧/,omo,striving,努力,生涩,zh-cn,noun,/ʂɤŋ˥˥ sɤ˥˩/,omo,Jerky,ぎくしゃくした
aspirer,fr,verb,/aspiʁe/,ɶbyø,strive,努力,trasquile,es,noun,/tɾaskile/,ɶbyø,Transquile,トランスキレ
strebi,eo,verb,/strebi/,bøy,strive to,に努めています,fleyg,is,noun,/fleiːɣ/,bøy,variety,バラエティ
berjuang,id,verb,/bərdʒuaŋ/,əuɶm,fight,喧嘩,măgurean,ro,adjective,/məɡurĕan/,əuɶm,Măgurean,マグレアン
terne,fr,adjective,/tɛʁn/,œbm,dull,鈍い,esme,en,noun,/ˈɛzm/,œbm,esme,エスメ
chán ngắt,vi,adjective,/caŋ˩˧ ŋăk˦˥/,ɶmmb,boring,つまらない,schrammt,de,verb,/ˈʃɾammt/,ɶmmb,scratch,スクラッチ
مسعد,ar,adjective,/musʕad/,ubɶb,Massad,マサド,phụ đạo,vi,noun,/fu˨ˀ˩ʔ daw˨ˀ˩ʔ/,ubɶb,tutoring,家庭教師
ihana,fi,adjective,/ˈihɑnɑ/,yɑɑ,wonderful,素晴らしい,biljana,en,noun,/biɫˈdʒɑˌnɑ/,yɑɑ,biljana,ビルジャナ
ĝoja,eo,adjective,/d͡ʒoia/,oyɶ,joyful,楽しげ,augura,fr,noun,/ogyʁa/,oyɶ,augura,アウグラ
delightful,en,adjective,/dɪˈɫaɪtfəɫ/,ʏɶʏbə,delightful,楽しい,Tiefangriffe,de,noun,/ˈtiːfaŋɾɪffə/,yɶʏbə,Deep attacks,深い攻撃
verklig,sv,adjective,/²v'ɛrːklɪg/,œbʏb,real,本物,petkus,en,noun,/ˈpɛtkɪs/,œbʏb,petkus,ペットス
real,ro,adjective,/real/,øɶb,real,本物,sepias,es,noun,/sepjas/,øɶb,SEPIAS,セピアス
진짜,ko,adjective,/t͡ɕint͡ɕ͈a̠/,bymbɶ,really,本当,sprințar,ro,noun,/sprintsar/,bymbɶ,sprightly,明るい
klämmig,sv,adjective,/²kl'ɛmːɪg/,bœʏb,zippy,ジッピー,strevig,en,noun,/ˈstɹɛvɪɡ/,bœʏb,strevig,strevig
enérgico,es,adjective,/eˈneɾxiko/,øøyo,energetic,エネルギッシュ,Werbebüro,de,noun,/ˈvɛɾbebyɾo/,œøyo,Advertising office,広告オフィス
تلاشى,ar,verb,/talaːʃaː/,ɶɶɶ,Fade,フェード,anammar,sv,noun,/an'amːar/,ɶɶɶ,Abserms,ABSEMS
사라지다,ko,verb,/sʰa̠ɾa̠d͡ʑida̠/,ɶɶbyɶ,Disappear,消える,والمجهار,ar,adjective,/waaːlmidʒhaːr/,ɶɶbyɶ,And the unknown,そして未知
menghilang,id,verb,/məŋhilaŋ/,əyɶm,disappear,消える,căliman,ro,noun,/kəliman/,əyɶm,Căliman,カリマン
optimaalinen,fi,adjective,/ˈoptiˌmɑɑlinen/,obyɑɑyøm,optimal,最適な,Schifferklavieren,de,noun,/ʃɪffɛɾklɑˈviːɾen/,ʏbœbɑyøm,Skip,スキップ
最佳,zh-cn,adjective,/tsweɪ˥˩ tɕja˥˥/,bøʏbɶ,optimal,最適な,فسيفك,ar,noun,/faseɪfka/,ɶøʏbɶ,Your sword,あなたの剣
أفضل,ar,adjective,/ʔafdˤala/,ɶbɶɶ,better,より良い,gjalddagar,is,noun,/caltaɣar/,ɶbɶɶ,maturity,成熟
optimal,id,adjective,/optimal/,obyɶb,optimal,最適な,Côte-d'Ivoire,fr,noun,/kotdivwaʁ/,obyɶb,Ivory Coast,コートジボワール
遇见,zh-cn,verb,/y˥˩ tɕjɛn˥˩/,ybœm,meet,会う,Ibsen,is,noun,/ipsɛn/,ybœm,Ibsen,イプセン
tavata,fi,verb,/ˈtɑvɑtɑ/,ɑɑɑ,meet,会う,ambiançant,fr,noun,/ɑ̃bjɑ̃sɑ̃/,ɑɑɑ,ambient,アンビエント
explain,en,verb,/ɪksˈpɫeɪn/,ʏbbøʏm,explain,説明,livsföring,sv,noun,/²l'ɪfːsføːrɪŋ/,ʏbbøʏm,life,生活
يشرح,ar,verb,/jaʃraħ/,ɶɶb,Explain,説明,Garðars,is,noun,/karðar̥s/,ɶɶb,Garden,公園
útskýra,is,verb,/uːtscira/,ubyɶ,explain,説明,朽葉,ja,noun,/kɯtɕiba/,ubyɶ,Decayed leaves,朽葉
explique,es,verb,/eksplike/,øbbbyø,Explain,説明,explice,ro,adjective,/eksplitʃe/,øbbbyø,explain,説明
förklara,sv,verb,/fœrkl'ɑːra/,œbɑɶ,explain,説明,exempta,fr,adjective,/ɛgzɑ̃ta/,œbɑɶ,exempt,免除
penasaran,id,adjective,/pənasaran/,əɶɶɶm,curious,奇妙な,basarabean,ro,noun,/basarabĕan/,ɶɶɶɶm,Bessarabian,ベッサラビアン
utelias,fi,adjective,/ˈuteˌliɑs/,uøyɑb,curious,奇妙な,Zölibat,de,noun,/ˈtsøːlibɑt/,bøyɑb,celibacy,独身
vechi,ro,adjective,/vekʲ̩ʲ/,øyy,old,年,게리기,ko,noun,/ke̞ɾiɡi/,øyy,Gary,ゲイリー
cổ đại,vi,adjective,/ko˧˩˨ daj˨ˀ˩ʔ/,oɶb,ancient,古代,focal,ro,noun,/fokal/,oɶb,focal,焦点
مخلص,ar,adjective,/maxlasˤ/,ɶbɶb,faithful,忠実,albac,ro,noun,/albak/,ɶbɶb,Albac,アルバック
sincere,en,adjective,/sɪnˈsɪɹ/,ʏmʏ,sincere,誠実,himni,is,noun,/hɪmnɪ/,ʏmʏ,heaven,天国
sincères,fr,adjective,/sɛ̃sɛʁ/,œœb,sincere,誠実,schäkert,de,verb,/ˈʃɛːkɛɾt/,œœb,shaked,シェイク
vilpitön,fi,adjective,/ˈvilpitøn/,ybyøm,sincere,誠実,一面,ja,noun,/itɕimeɴ/,ybyøm,one side,一面
tasty,en,adjective,/ˈteɪsti/,øʏby,tasty,美味しい,煤气,zh-cn,noun,/meɪ˧˥ tɕʰi˥˩/,øʏby,gas,ガス
ngon,vi,adjective,/ŋɔŋ͡m˧˥/,ɔmm,yummy,うまい,Bonn,de,noun,/ˈbɔnn/,ɔmm,Bonn,ボン
gustos,ro,adjective,/ɡustos/,ubob,tasty,美味しい,football,fr,noun,/futbol/,ubob,soccer,サッカー
lezat,id,adjective,/ləzat/,əɶb,delicious,おいしい,Gerhard,de,noun,/gəˈɾhaɾt/,əɶb,Gerhard,ゲルハルト
taste,en,verb,/ˈteɪst/,øʏbb,taste,味,enskild,sv,adjective,/²'eːnɧɪlːd/,øʏbb,Individual,個人
smak,sv,verb,/smɑːk/,bɑb,taste,味,flambe,fr,noun,/flɑ̃b/,bɑb,torch,松明
