request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,request_word_ja,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en,response_word_ja
새기다,ko,verb,/sʰɛ̝ɡida̠/,œyɶ,carve,カーブ,写意画,zh-cn,verb,/ɕjɛ˨˩˦ i˥˩ xwa˥˩/,œyɶ,Freehand,フリーハンド
esculpir,es,verb,/eskulpiɾ/,øbuby,sculpt,彫刻,velmusti,fi,adjective,/ˈvelmusti/,øbuby,vulnerable,脆弱
طبل,ar,verb,/tˤabala/,ɶɶɶ,drum,ドラム,zagarea,ro,noun,/zaɡarĕa/,ɶɶɶ,Switching,切り替え
rumpu,fi,verb,/ˈrumpu/,umu,drum,ドラム,كونجو,ar,noun,/kuːndʒuː/,umu,Konjo,コンジョ
tambouriner,fr,verb,/tɑ̃buʁine/,ɑuyø,drum,ドラム,涼しげ,ja,adjective,/sɯzɯɕige/,uuyø,Cool,涼しげ
وزن,ar,verb,/wazana/,ɶɶɶ,Weight,重さ,Kanada,de,noun,/ˈkanada/,ɶɶɶ,Canada,カナダ
يضيف,ar,verb,/judˤajjif/,uɶyb,Add,追加,lucháis,es,adjective,/luˈtʃais/,uɶyb,You fight,あなたは戦います
添加,zh-cn,verb,/tʰjɛn˥˥ tɕja˥˥/,œmbɶ,Add to,追加,enska,is,adjective,/ɛnska/,œmbɶ,English,英語
agregar,es,verb,/aɣɾeɣaɾ/,ɶøɶ,add,追加,我ら,ja,noun,/ɰᵝaɾeɾa/,ɶøɶ,Us,我ら
混ぜる,ja,adjective,/mazeɾɯ/,ɶøu,mix,混ぜる,canesú,es,verb,/kaneˈsu/,ɶøu,yoke,ヨーク
furioza,eo,adjective,/furioza/,uyoɶ,furious,激怒,ankylosas,fr,noun,/ɑ̃kiloza/,ɑyoɶ,ankylosas,アンキロサ
hung dữ,vi,adjective,/huŋ͡m˧˥ jɯ˧˩˨/,umu,ferocious,凶暴,kung-fu,fr,noun,/kuŋfu/,umu,Kung Fu,カンフー
激しい,ja,adjective,/hageɕii/,ɶøyy,intense,激しい,Bolschewiki,de,noun,/ˈbɔlʃeviki/,ɔøyy,Bolsheviks,ボルシェビキ
salvare,ro,adjective,/salvare/,ɶbɶø,salvage,引き上げ,larmoyez,fr,noun,/laʁmwaje/,ɶbɶø,tear,破れ目
lipsit,ro,verb,/lipsit/,ybyb,absent,不在,tilsit,fi,noun,/ˈtilsit/,ybyb,tils,tils
saknas,sv,verb,/²s'ɑːknas/,ɑbɶb,Missing,ない,centrasse,fr,noun,/sɑ̃tʁas/,ɑbɶb,centrass,センター
carente,es,adjective,/kaɾente/,ɶømø,lacking,欠けている,Einkehr,de,noun,/ˈʔaenˌkeɾ/,ɶømø,Refreshment,リフレッシュ
plata,eo,adjective,/plata/,bɶɶ,flat,平らな,straffa,sv,verb,/²str'afːa/,bɶɶ,punish,罰する
flatt,is,adjective,/flaht/,bɶb,flat,平らな,잣,ko,noun,/t͡ɕa̠t̚/,bɶb,pine nut,松の実
輝く,ja,verb,/kagajakɯ/,ɶɶɶu,Shine,輝く,agamaku,id,noun,/agamaku/,ɶɶɶu,My religion,私の宗教
nổi tiếng,vi,adjective,/noj˧˩˨ tiəŋ˩˧/,oyəm,famous,有名,oprirăm,ro,verb,/oprirəm/,oyəm,stop,止まる
frægur,is,adjective,/fraiːɣʏr/,ɶyʏ,famous,有名,graffiti,sv,noun,/graf'iːtɪ/,ɶyʏ,graffiti,落書き
kuuluisa,fi,adjective,/ˈkuuluisɑ/,uuuyɑ,renowned,有名,réaccoutumant,fr,noun,/ʁeakutymɑ̃/,øɶuyɑ,reactivation,再活性化
terkenal,id,adjective,/tərkənal/,əəɶb,famous,有名,rejetassent,fr,verb,/ʁəʒətas/,əəɶb,reject,拒絶
famous,en,adjective,/ˈfeɪməs/,øʏəb,famous,有名,törichtes,de,adjective,/ˈtøːɾɪçtəs/,øʏəb,foolish,馬鹿げた
돕다,ko,verb,/to̞p̚t͈a̠/,obɶ,help,ヘルプ,polca,es,noun,/polka/,obɶ,polka,ポルカ
ハンサム,ja,adjective,/haɴsamɯ/,ɶmɶu,good looking,ハンサム,mannshár,is,noun,/manshaur/,ɶmɶu,human hair,人間の髪の毛
myndarlegur,is,adjective,/mɪntarlɛɣʏr/,ʏmɶœʏ,handsome,ハンサム,ortsabhängig,de,,/ˈʔɔɾtzapɛŋɪç/,ɔbɶœʏ,depending on the location,場所に応じて
وسيم,ar,adjective,/wasiːm/,ɶym,Handsome,ハンサム,kamin,sv,verb,/kam'iːn/,ɶym,stove,ストーブ
report,en,verb,/ɹiˈpɔɹt/,yɔb,report,報告,idrott,sv,noun,/²'iːdrɔtː/,yɔb,sports,スポーツ
보고서,ko,verb,/po̞ɡo̞sʰʌ̹/,ooɔ,report,報告,rắc rối tơ vò,vi,noun,/ʐăk˦˥ ʐoj˩˧ tɤ˧˥ jɔ˦˨/,ooɔ,The silk trouble,絹のトラブル
rapport,fr,verb,/ʁapɔʁ/,ɶɔb,report,報告,karott,sv,noun,/kar'ɔtː/,ɶɔb,Carity,carり
モダン,ja,adjective,/modaɴ/,oɶm,modern,モダン,solang,de,verb,/ˈzoːlaŋ/,oɶm,as long as,に限って
moderne,fr,adjective,/mɔdɛʁn/,ɔœbm,modern,モダン,Þorbjörn,is,noun,/θɔrpjœtn̥/,ɔœbm,Thorbjörn,Thorbjörn
