,word,collocation_id,collocation_word,collocation_relation
5917,Go,4101281,to go to fox,V:prep:N
5918,Go,4101280,to go to prussia,V:prep:N
5919,Go,4101279,taxation go,V:subj:N
5920,Go,4101278,detachment go,V:subj:N
5921,Go,4101277,hal go,V:subj:N
5922,Go,4101276,to go about quarter,V:prep:N
5923,Go,4101275,opinion go,V:subj:N
5924,Go,4101274,to go to poor,V:prep:N
5925,Go,4101273,to go to peak,V:prep:N
5926,Go,4101272,to go to libya,V:prep:N
5927,Go,4101271,dennis go,V:subj:N
5928,Go,4101270,to go to dulwich,V:prep:N
5929,Go,4101269,seamen go,V:subj:N
5930,Go,4101268,to go to admiral,V:prep:N
5931,Go,4101267,to go to plaza,V:prep:N
5932,Go,4101266,marcia go,V:subj:N
5933,Go,4101265,to go at run,V:prep:N
5934,Go,4101264,to go to piazza,V:prep:N
5935,Go,4101263,margy go,V:subj:N
5936,Go,4101262,to go down strand,V:prep:N
5937,Go,4101261,zest go,V:subj:N
5938,Go,4101308,to go to kate,V:prep:N
5939,Go,4101307,to go to bergen,V:prep:N
5940,Go,4101306,to go to jack,V:prep:N
5941,Go,4101305,nala go,V:subj:N
5942,Go,4101304,nelly go,V:subj:N
5943,Go,4101303,brad go,V:subj:N
5944,Go,4101302,to go down length,V:prep:N
5945,Go,4101301,to go to bit,V:prep:N
5946,Go,4101300,channel go,V:subj:N
5947,Go,4101299,lorry go,V:subj:N
5948,Go,4101298,caller go,V:subj:N
5949,Go,4101297,rocinante go,V:subj:N
5950,Go,4101296,to go to epsom,V:prep:N
5951,Go,4101295,uncle wiggily go,V:subj:N
5952,Go,4101294,ford go,V:subj:N
5953,Go,4101293,to go from new york,V:prep:N
5954,Go,4101340,to go to colombia,V:prep:N
5955,Go,4101339,to go to littlebath,V:prep:N
5956,Go,4101338,landlady go,V:subj:N
5957,Go,4101337,to go to 'change,V:prep:N
5958,Go,4101336,to go to university of oxford,V:prep:N
5959,Go,4101335,to go to run,V:prep:N
5960,Go,4101334,hole go,V:subj:N
5961,Go,4101333,to go to maluco,V:prep:N
5962,Go,4101332,to go to l. a.,V:prep:N
5963,Go,4101331,to go beyond recall,V:prep:N
5964,Go,4101330,to go to easel,V:prep:N
5965,Go,4101329,to go to united states supreme court,V:prep:N
5966,Go,4101328,titan go,V:subj:N
5967,Go,4101327,to go to survivor,V:prep:N
5968,Go,4101326,to go in yourself,V:prep:N
5969,Go,4101325,go get,V:subj:N
5970,Go,4101324,rupert go,V:subj:N
5971,Go,4101323,to go to arm,V:prep:N
5972,Go,4101322,to go to refectory,V:prep:N
5973,Go,4101321,to go to credit,V:prep:N
5974,Go,4101320,oneself go,V:subj:N
5975,Go,4101319,to go to republican,V:prep:N
5976,Go,4101318,to go to north carolina,V:prep:N
5977,Go,4101317,to go around sun,V:prep:N
5978,Go,4101316,bo on the go,N:prep:N
5979,Go,4101315,to go to yosemite,V:prep:N
5980,Go,4101314,first mate go,V:subj:N
5981,Go,4101313,to go down yourself,V:prep:N
5982,Go,4101312,to go to u. s. supreme court,V:prep:N
5983,Go,4101311,to go up gulch,V:prep:N
5984,Go,4101310,to go to west germany,V:prep:N
5985,Go,4101309,to go on dick,V:prep:N
5986,Go,4101377,to go to lawrence,V:prep:N
5987,Go,4101376,to go beyond field,V:prep:N
5988,Go,4101375,errand go,V:subj:N
5989,Go,4101374,auto go,V:subj:N
5990,Go,4101373,to go on step,V:prep:N
5991,Go,4101372,to go to rector,V:prep:N
5992,Go,4101371,to go to waterfall,V:prep:N
5993,Go,4101370,duryodhana go,V:subj:N
5994,Go,4101369,to go beyond reach,V:prep:N
5995,Go,4101368,savage go,V:subj:N
5996,Go,4101367,go tournament,N:nn:N
5997,Go,4101366,to go beyond problem,V:prep:N
5998,Go,4101365,to go to forum,V:prep:N
5999,Go,4101364,to go down rope,V:prep:N
6000,Go,4101363,thet go,V:subj:N
6001,Go,4101362,to go to barbershop,V:prep:N
6002,Go,4101361,to go about galilee,V:prep:N
6003,Go,4101360,to go to wilderness,V:prep:N
6004,Go,4101359,to go to sudden death,V:prep:N
6005,Go,4101358,tire go,V:subj:N
6006,Go,4101357,casey go,V:subj:N
6007,Go,4101356,to go onto appearance,V:prep:N
6008,Go,4101355,to go over top,V:prep:N
6009,Go,4101354,to go behind curtain,V:prep:N
6010,Go,4101353,to go to heathen,V:prep:N
6011,Go,4101352,to go along bank,V:prep:N
6012,Go,4101351,caisson go,V:subj:N
6013,Go,4101350,to go to grandma bell,V:prep:N
6014,Go,4101349,hrut go,V:subj:N
6015,Go,4101348,bridget go,V:subj:N
6016,Go,4101347,to go to university of toronto,V:prep:N
6017,Go,4101346,to go to community,V:prep:N
6018,Go,4101345,to go to gentleman,V:prep:N
6019,Go,4101344,theory go,V:subj:N
6020,Go,4101343,to go on 'change,V:prep:N
6021,Go,4101342,to go on parade,V:prep:N
6022,Go,4101341,thirds go,V:subj:N
6023,Go,4101414,to go to ussr,V:prep:N
6024,Go,4101413,fisherman go,V:subj:N
6025,Go,4101412,asmund go,V:subj:N
6026,Go,4101411,to go to oakdale,V:prep:N
6027,Go,4101410,to go to irkutsk,V:prep:N
6028,Go,4101409,to go to ones,V:prep:N
6029,Go,4101408,penelope go,V:subj:N
6030,Go,4101407,to go across lot,V:prep:N
6031,Go,4101406,to go up village,V:prep:N
6032,Go,4101405,to go to st. joseph,V:prep:N
6033,Go,4101404,bernard go,V:subj:N
6034,Go,4101403,to go on lark,V:prep:N
6035,Go,4101402,to go to basle,V:prep:N
6036,Go,4101401,to go to nation,V:prep:N
6037,Go,4101400,to go to pau,V:prep:N
6038,Go,4101399,to go to vault,V:prep:N
6039,Go,4101398,to go to drury lane,V:prep:N
6040,Go,4101397,corporal go,V:subj:N
6041,Go,4101396,to go to something,V:prep:N
6042,Go,4101395,relief go,V:subj:N
6043,Go,4101394,marge go,V:subj:N
6044,Go,4101393,whut go,V:subj:N
6045,Go,4101392,brett go,V:subj:N
6046,Go,4101391,to go on principle,V:prep:N
6047,Go,4101390,to go to mantua,V:prep:N
6048,Go,4101389,to go to universe,V:prep:N
6049,Go,4101388,to go to time,V:prep:N
6050,Go,4101387,brother-in-law go,V:subj:N
6051,Go,4101386,tina go,V:subj:N
6052,Go,4101385,hog go,V:subj:N
6053,Go,4101384,to go to ritz,V:prep:N
6054,Go,4101383,to go to cavern,V:prep:N
6055,Go,4101382,to go to leg,V:prep:N
6056,Go,4101381,to go to trenton,V:prep:N
6057,Go,4101380,turtle go,V:subj:N
6058,Go,4101379,tug go,V:subj:N
6059,Go,4101378,to go like hell,V:prep:N
6060,Go,4101450,to go on sleigh-ride,V:prep:N
6061,Go,4101449,to go to canal,V:prep:N
6062,Go,4101448,to go on shooting,V:prep:N
6063,Go,4101447,to go to charlestown,V:prep:N
6064,Go,4101446,peters go,V:subj:N
6065,Go,4101445,sheila go,V:subj:N
6066,Go,4101444,to go to artist,V:prep:N
6067,Go,4101443,strap go,V:subj:N
6068,Go,4101442,burns go,V:subj:N
6069,Go,4101441,to go to lyceum,V:prep:N
6070,Go,4101440,to go to almshouse,V:prep:N
6071,Go,4101439,run go,V:subj:N
6072,Go,4101438,delia go,V:subj:N
6073,Go,4101437,hunt go,V:subj:N
6074,Go,4101436,stewart go,V:subj:N
6075,Go,4101435,to go to congo,V:prep:N
6076,Go,4101434,to go to emerald city,V:prep:N
6077,Go,4101433,to go up drive,V:prep:N
6078,Go,4101432,leave of absence go,V:subj:N
6079,Go,4101431,stevenson go,V:subj:N
6080,Go,4101430,to go to tank,V:prep:N
6081,Go,4101429,bin go,V:subj:N
6082,Go,4101428,gaston go,V:subj:N
6083,Go,4101427,to go to dorset,V:prep:N
6084,Go,4101426,to go but mile,V:prep:N
6085,Go,4101425,go karts,N:nn:N
6086,Go,4101424,to go on drinking,V:prep:N
6087,Go,4101423,to go to cracow,V:prep:N
6088,Go,4101422,aunt olivia go,V:subj:N
6089,Go,4101421,to go to french,V:prep:N
6090,Go,4101420,to go against current,V:prep:N
6091,Go,4101419,to go to society,V:prep:N
6092,Go,4101418,to go to newgate,V:prep:N
6093,Go,4101417,to go up shore,V:prep:N
6094,Go,4101416,to go beyond study,V:prep:N
6095,Go,4101415,to go to old,V:prep:N
6096,Go,4101485,to go about labor,V:prep:N
6097,Go,4101484,sahib go,V:subj:N
6098,Go,4101483,to go before mast,V:prep:N
6099,Go,4101482,inclination go,V:subj:N
6100,Go,4101481,to go down beach,V:prep:N
6101,Go,4101480,austen go,V:subj:N
6102,Go,4101479,to go to alps,V:prep:N
6103,Go,4101478,to go to salamanca,V:prep:N
6104,Go,4101477,cuchulainn go,V:subj:N
6105,Go,4101476,madeline go,V:subj:N
6106,Go,4101475,to go to south carolina,V:prep:N
6107,Go,4101474,prescott go,V:subj:N
6108,Go,4101473,butcher go,V:subj:N
6109,Go,4101472,noon go,V:subj:N
6110,Go,4101471,vos go,V:subj:N
6111,Go,4101470,coffee go,V:subj:N
6112,Go,4101469,to go to archbishop,V:prep:N
6113,Go,4101468,to go to barren hill,V:prep:N
6114,Go,4101467,to go to rhine,V:prep:N
6115,Go,4101466,america go,V:subj:N
6116,Go,4101465,sunday go,V:subj:N
6117,Go,4101464,to go to mount zion,V:prep:N
6118,Go,4101463,to go to madeira,V:prep:N
6119,Go,4101462,go put,V:subj:N
6120,Go,4101461,hate go,V:subj:N
6121,Go,4101460,mammy go,V:subj:N
6122,Go,4101459,to go to dump,V:prep:N
6123,Go,4101458,davy go,V:subj:N
6124,Go,4101457,to go in swimmin,V:prep:N
6125,Go,4101456,geese go,V:subj:N
6126,Go,4101455,to go to range,V:prep:N
6127,Go,4101454,fan go,V:subj:N
6128,Go,4101453,putin go,V:subj:N
6129,Go,4101452,painter go,V:subj:N
6130,Go,4101451,wherever lee go,V:subj:N
6131,Go,4101515,patriot go,V:subj:N
6132,Go,4101514,to go to lobby,V:prep:N
6133,Go,4101513,satan go,V:subj:N
6134,Go,4101512,to go to homestead,V:prep:N
6135,Go,4101511,finn go,V:subj:N
6136,Go,4101510,to go to columbus,V:prep:N
6137,Go,4101509,to go against idea,V:prep:N
6138,Go,4101508,to go to galway,V:prep:N
6139,Go,4101507,to go to countess,V:prep:N
6140,Go,4101506,to go to fancy-dress ball,V:prep:N
6141,Go,4101505,dic go,V:subj:N
6142,Go,4101504,montefiore go,V:subj:N
6143,Go,4101503,to go up hudson,V:prep:N
6144,Go,4101502,to go to toronto maple leafs,V:prep:N
6145,Go,4101501,alf go,V:subj:N
6146,Go,4101500,waste go,V:subj:N
6147,Go,4101499,to go to salt lake city,V:prep:N
6148,Go,4101498,to go to verdun,V:prep:N
6149,Go,4101497,to go to jersey,V:prep:N
6150,Go,4101496,to go to mesopotamia,V:prep:N
6151,Go,4101495,jennings go,V:subj:N
6152,Go,4101494,to go to railing,V:prep:N
6153,Go,4101493,to go to yedo,V:prep:N
6154,Go,4101492,advantage go,V:subj:N
6155,Go,4101491,to go on condition,V:prep:N
6156,Go,4101490,gray go,V:subj:N
6157,Go,4101489,adrian go,V:subj:N
6158,Go,4101488,pamela go,V:subj:N
6159,Go,4101487,mabelle go,V:subj:N
6160,Go,4101486,to go to kew,V:prep:N
6161,Go,4101555,citizen go,V:subj:N
6162,Go,4101554,humphrey go,V:subj:N
6163,Go,4101553,to go to school of law,V:prep:N
6164,Go,4101552,to go up roar,V:prep:N
6165,Go,4101551,to go to black hills,V:prep:N
6166,Go,4101550,boone go,V:subj:N
6167,Go,4101549,marcel go,V:subj:N
6168,Go,4101548,health go,V:subj:N
6169,Go,4101547,to go to breslau,V:prep:N
6170,Go,4101546,lucas go,V:subj:N
6171,Go,4101545,lester go,V:subj:N
6172,Go,4101544,to go to shaw,V:prep:N
6173,Go,4101543,to go to massachusetts,V:prep:N
6174,Go,4101542,motorcar go,V:subj:N
6175,Go,4101541,to go to recitation,V:prep:N
6176,Go,4101540,to go to albania,V:prep:N
6177,Go,4101539,goose go,V:subj:N
6178,Go,4101538,to go round ward,V:prep:N
6179,Go,4101537,to go to bend,V:prep:N
6180,Go,4101536,to go to european court of justice,V:prep:N
6181,Go,4101535,tune go,V:subj:N
6182,Go,4101534,val go,V:subj:N
6183,Go,4101533,to go of itself,V:prep:N
6184,Go,4101532,to go towards place,V:prep:N
6185,Go,4101531,to go to toulouse,V:prep:N
6186,Go,4101530,to go up head,V:prep:N
6187,Go,4101529,kevin go,V:subj:N
6188,Go,4101528,to go to lunnon,V:prep:N
6189,Go,4101527,bat go,V:subj:N
6190,Go,4101526,to go to nevada,V:prep:N
6191,Go,4101525,to go in goal,V:prep:N
6192,Go,4101524,to go to ocean,V:prep:N
6193,Go,4101523,to go as delegate,V:prep:N
6194,Go,4101522,to go to wicket,V:prep:N
6195,Go,4101521,to go to tub,V:prep:N
6196,Go,4101520,drake go,V:subj:N
6197,Go,4101519,to go to amboise,V:prep:N
6198,Go,4101518,dudley go,V:subj:N
6199,Go,4101517,to go across square,V:prep:N
6200,Go,4101516,to go to indian,V:prep:N
6201,Go,4101597,to go to rose,V:prep:N
6202,Go,4101596,riley go,V:subj:N
6203,Go,4101595,to go to tyrol,V:prep:N
6204,Go,4101594,ranger go,V:subj:N
6205,Go,4101593,to go to fifa world cup,V:prep:N
6206,Go,4101592,info go,V:subj:N
6207,Go,4101591,to go to jew,V:prep:N
6208,Go,4101590,to go from sight,V:prep:N
6209,Go,4101589,to go to siam,V:prep:N
6210,Go,4101588,jamie go,V:subj:N
6211,Go,4101587,to go with step,V:prep:N
6212,Go,4101586,stan go,V:subj:N
6213,Go,4101585,to go to batavia,V:prep:N
6214,Go,4101584,to go to vessel,V:prep:N
6215,Go,4101583,billie go,V:subj:N
6216,Go,4101582,to go to louisiana state university,V:prep:N
6217,Go,4101581,to go to naval academy,V:prep:N
6218,Go,4101580,to go to luoyang,V:prep:N
6219,Go,4101579,to go on living,V:prep:N
6220,Go,4101578,to go to staff college,V:prep:N
6221,Go,4101577,wasnt go,V:subj:N
6222,Go,4101576,to go on tick,V:prep:N
6223,Go,4101575,silver go,V:subj:N
6224,Go,4101574,rogers go,V:subj:N
6225,Go,4101573,to go to dickens,V:prep:N
6226,Go,4101572,to go to half,V:prep:N
6227,Go,4101571,marmaduke go,V:subj:N
6228,Go,4101570,idiot go,V:subj:N
6229,Go,4101569,to go to cook,V:prep:N
6230,Go,4101568,leigh go,V:subj:N
6231,Go,4101567,jimmie go,V:subj:N
6232,Go,4101566,to go to quito,V:prep:N
6233,Go,4101565,to go to seaport,V:prep:N
6234,Go,4101564,to go in cart,V:prep:N
6235,Go,4101563,to go along track,V:prep:N
6236,Go,4101562,gent go,V:subj:N
6237,Go,4101561,stuyvesant go,V:subj:N
6238,Go,4101560,logan go,V:subj:N
6239,Go,4101559,to go to eden,V:prep:N
6240,Go,4101558,roy go,V:subj:N
6241,Go,4101557,swallow go,V:subj:N
6242,Go,4101556,to go round course,V:prep:N
6243,Go,4101642,jade go,V:subj:N
6244,Go,4101641,illusion go,V:subj:N
6245,Go,4101640,to go to zagreb,V:prep:N
6246,Go,4101639,lola go,V:subj:N
6247,Go,4101638,to go to waste,V:prep:N
6248,Go,4101637,parker go,V:subj:N
6249,Go,4101636,to go to samoa,V:prep:N
6250,Go,4101635,generation go,V:subj:N
6251,Go,4101634,to go to independent,V:prep:N
6252,Go,4101633,wendy go,V:subj:N
6253,Go,4101632,to go to baby,V:prep:N
6254,Go,4101631,to go to chennai,V:prep:N
6255,Go,4101630,reluctance go,V:subj:N
6256,Go,4101629,to go round group,V:prep:N
6257,Go,4101628,to go to biarritz,V:prep:N
6258,Go,4101627,to go down neck,V:prep:N
6259,Go,4101626,to go beyond term,V:prep:N
6260,Go,4101625,devotee go,V:subj:N
6261,Go,4101624,highway go,V:subj:N
6262,Go,4101623,to go beyond instruction,V:prep:N
6263,Go,4101622,to go around end,V:prep:N
6264,Go,4101621,to go to barbados,V:prep:N
6265,Go,4101620,dame go,V:subj:N
6266,Go,4101619,to go to apothecary,V:prep:N
6267,Go,4101618,to go towards north,V:prep:N
6268,Go,4101617,vols go,V:subj:N
6269,Go,4101616,valentine go,V:subj:N
6270,Go,4101615,to go to berklee college of music,V:prep:N
6271,Go,4101614,to go to newfoundland,V:prep:N
6272,Go,4101613,impulse go,V:subj:N
6273,Go,4101612,to go toward window,V:prep:N
6274,Go,4101611,to go to edition,V:prep:N
6275,Go,4101610,to go to puerto rico,V:prep:N
6276,Go,4101609,to go near tree,V:prep:N
6277,Go,4101608,key go,V:subj:N
6278,Go,4101607,to go to courtyard,V:prep:N
6279,Go,4101606,to go to cove,V:prep:N
6280,Go,4101605,hardy go,V:subj:N
6281,Go,4101604,to go to coventry,V:prep:N
6282,Go,4101603,gong go,V:subj:N
6283,Go,4101602,mademoiselle cormon go,V:subj:N
6284,Go,4101601,to go to woodshed,V:prep:N
6285,Go,4101600,to go to treat,V:prep:N
6286,Go,4101599,to go to smash,V:prep:N
6287,Go,4101598,hepburn go,V:subj:N
6288,Go,4101674,to go on lake,V:prep:N
6289,Go,4101673,sea go,V:subj:N
6290,Go,4101672,to go to zone,V:prep:N
6291,Go,4101671,jew go,V:subj:N
6292,Go,4101670,to go down thar,V:prep:N
6293,Go,4101669,to go beyond definition,V:prep:N
6294,Go,4101668,hatter go,V:subj:N
6295,Go,4101667,lifetime achievement award go,V:subj:N
6296,Go,4101666,to go to bali,V:prep:N
6297,Go,4101665,to go to bradford,V:prep:N
6298,Go,4101664,frances go,V:subj:N
6299,Go,4101663,to go to cure,V:prep:N
6300,Go,4101662,to go to observatory,V:prep:N
6301,Go,4101661,to go down hand,V:prep:N
6302,Go,4101660,to go past shop,V:prep:N
6303,Go,4101659,to go on eleven,V:prep:N
6304,Go,4101658,follower go,V:subj:N
6305,Go,4101657,belonging go,V:subj:N
6306,Go,4101656,to go beyond agreement,V:prep:N
6307,Go,4101655,to go to latter,V:prep:N
6308,Go,4101654,bet go,V:subj:N
6309,Go,4101653,ella go,V:subj:N
6310,Go,4101652,to go to core,V:prep:N
6311,Go,4101651,to go beyond text,V:prep:N
6312,Go,4101650,to go up place,V:prep:N
6313,Go,4101649,to go to charlotte,V:prep:N
6314,Go,4101648,to go up notch,V:prep:N
6315,Go,4101647,to go to plain,V:prep:N
6316,Go,4101646,missy go,V:subj:N
6317,Go,4101645,pip go,V:subj:N
6318,Go,4101644,whale go,V:subj:N
6319,Go,4101643,wheat go,V:subj:N
6320,Apparatus,4257235,piece of apparatus,N:prep:N
6321,Apparatus,4257236,apparatus consist of,V:subj:N
6322,Apparatus,4257237,electrical apparatus,N:mod:A
6323,Apparatus,4257238,to use apparatus,V:obj:N
6324,Apparatus,4257239,state apparatus,N:nn:N
6325,Apparatus,4257240,security apparatus,N:nn:N
6326,Apparatus,4257241,digestive apparatus,N:mod:A
6327,Apparatus,4257242,fire apparatus,N:nn:N
6328,Apparatus,4257243,part of the apparatus,N:prep:N
6329,Apparatus,4257244,whole apparatus,N:mod:A
6330,Apparatus,4257245,heating apparatus,N:mod:A
6331,Apparatus,4257246,to construct apparatus,V:obj:N
6332,Apparatus,4257247,photographic apparatus,N:mod:A
6333,Apparatus,4257248,psychic apparatus,N:mod:A
6334,Apparatus,4257249,other apparatus,N:mod:A
6335,Apparatus,4257250,critical apparatus,N:mod:A
6336,Apparatus,4257251,to equip with apparatus,V:prep:N
6337,Apparatus,4257252,party apparatus,N:nn:N
6338,Apparatus,4257253,steering apparatus,N:nn:N
6339,Apparatus,4257254,vocal apparatus,N:mod:A
6340,Apparatus,4257255,cooking apparatus,N:nn:N
6341,Apparatus,4257256,special apparatus,N:mod:A
6342,Apparatus,4257257,simple apparatus,N:mod:A
6343,Apparatus,4257259,scientific apparatus,N:mod:A
6344,Apparatus,4257258,means of the apparatus,N:prep:N
6345,Apparatus,4257260,to design apparatus,V:obj:N
6346,Apparatus,4257261,mechanical apparatus,N:mod:A
6347,Apparatus,4257262,administrative apparatus,N:mod:A
6348,Apparatus,4257263,experimental apparatus,N:mod:A
6349,Apparatus,4257264,to employ apparatus,V:obj:N
6350,Apparatus,4257265,to invent apparatus,V:obj:N
6351,Apparatus,4257266,electric apparatus,N:mod:A
6352,Apparatus,4257267,receiving apparatus,N:nn:N
6353,Apparatus,4257268,to devise apparatus,V:obj:N
6354,Apparatus,4257269,telegraphic apparatus,N:mod:A
6355,Apparatus,4257270,necessary apparatus,N:mod:A
6356,Apparatus,4257271,apparatus final,N:nn:N
6357,Apparatus,4257272,description of apparatus,N:prep:N
6358,Apparatus,4257273,chemical apparatus,N:mod:A
6359,Apparatus,4257274,to require apparatus,V:obj:N
6360,Apparatus,4257275,diving apparatus,N:nn:N
6361,Apparatus,4257276,apparatus criticus,N:nn:N
6362,Apparatus,4257277,form of apparatus,N:prep:N
6363,Apparatus,4257278,weberian apparatus,N:nn:N
6364,Apparatus,4257279,rocket apparatus,N:nn:N
6365,Apparatus,4257280,new apparatus,N:mod:A
6366,Apparatus,4257281,entire apparatus,N:mod:A
6367,Apparatus,4257282,apparatus consist,V:subj:N
6368,Apparatus,4257283,to arrange apparatus,V:obj:N
6369,Apparatus,4257284,respiratory apparatus,N:mod:A
6370,Apparatus,4257285,apparatus use,V:subj:N
6371,Apparatus,4257287,lighting apparatus,N:nn:N
6372,Apparatus,4257286,hypsometrical apparatus,N:mod:A
6373,Apparatus,4257288,hyoid apparatus,N:mod:A
6374,Apparatus,4257289,bureaucratic apparatus,N:mod:A
6375,Apparatus,4257291,sensory apparatus,N:mod:A
6376,Apparatus,4257290,juxtaglomerular apparatus,N:mod:A
6377,Apparatus,4257292,philosophical apparatus,N:mod:A
6378,Apparatus,4257293,distillation apparatus,N:nn:N
6379,Apparatus,4257294,portable apparatus,N:mod:A
6380,Apparatus,4257295,to install apparatus,V:obj:N
6381,Apparatus,4257297,apparatus work,V:subj:N
6382,Apparatus,4257296,optical apparatus,N:mod:A
6383,Apparatus,4257298,ingenious apparatus,N:mod:A
6384,Apparatus,4257300,elaborate apparatus,N:mod:A
6385,Apparatus,4257299,laboratory apparatus,N:nn:N
6386,Apparatus,4257301,to heat apparatus,V:obj:N
6387,Apparatus,4257302,complicated apparatus,N:mod:A
6388,Apparatus,4257303,secret apparatus,N:mod:A
6389,Apparatus,4257305,type of apparatus,N:prep:N
6390,Apparatus,4257304,recording apparatus,N:nn:N
6391,Apparatus,4257306,adhesive apparatus,N:mod:A
6392,Apparatus,4257307,feeding apparatus,N:nn:N
6393,Apparatus,4257308,to describe apparatus,V:obj:N
6394,Apparatus,4257309,ilizarov apparatus,N:nn:N
6395,Apparatus,4257310,apparatus of the description,N:prep:N
6396,Apparatus,4257312,apparatus fig,N:nn:N
6397,Apparatus,4257311,apparatus fleet,N:nn:N
6398,Apparatus,4257313,to fit with apparatus,V:prep:N
6399,Apparatus,4257315,to develop apparatus,V:obj:N
6400,Apparatus,4257314,portion of the apparatus,N:prep:N
6401,Apparatus,4257316,to provide with apparatus,V:prep:N
6402,Apparatus,4257317,apparatus construct,V:subj:N
6403,Apparatus,4257318,government apparatus,N:nn:N
6404,Apparatus,4257319,to build apparatus,V:obj:N
6405,Apparatus,4257321,to show apparatus in fig,V:obj+prep:N
6406,Apparatus,4257320,apparatus operate,V:subj:N
6407,Apparatus,4257322,testing apparatus,N:nn:N
6408,Apparatus,4257323,to have apparatus,V:obj:N
6409,Apparatus,4257325,complex apparatus,N:mod:A
6410,Apparatus,4257324,apparatus of the state,N:prep:N
6411,Apparatus,4257326,construction of the apparatus,N:prep:N
6412,Apparatus,4257327,sexual apparatus,N:mod:A
6413,Apparatus,4257328,intelligence apparatus,N:nn:N
6414,Apparatus,4257329,military apparatus,N:mod:A
6415,Apparatus,4257331,suitable apparatus,N:mod:A
6416,Apparatus,4257330,to perfect apparatus,V:obj:N
6417,Apparatus,4257332,reproductive apparatus,N:mod:A
6418,Apparatus,4257333,to set up apparatus,V:obj:N
6419,Apparatus,4257334,repressive apparatus,N:mod:A
6420,Apparatus,4257335,apparatus show,V:subj:N
6421,Apparatus,4257337,kind of apparatus,N:prep:N
6422,Apparatus,4257336,auditory apparatus,N:mod:A
6423,Apparatus,4257338,pneumato-chemical apparatus,N:mod:A
6424,Apparatus,4257339,gymnast on the apparatus,N:prep:N
6425,Apparatus,4257340,physical apparatus,N:mod:A
6426,Apparatus,4257341,signaling apparatus,N:nn:N
6427,Apparatus,4257343,telephone apparatus,N:nn:N
6428,Apparatus,4257342,apparatus for the purpose,N:prep:N
6429,Apparatus,4257344,signalling apparatus,N:nn:N
6430,Apparatus,4257345,to condense apparatus,V:obj:N
6431,Apparatus,4257347,apparatus with the improvement,N:prep:N
6432,Apparatus,4257346,deductive apparatus,N:mod:A
6433,Apparatus,4257348,means of apparatus,N:prep:N
6434,Apparatus,4257349,apparatus for experiment,N:prep:N
6435,Apparatus,4257350,description of the apparatus,N:prep:N
6436,Apparatus,4257351,costly apparatus,N:mod:A
6437,Apparatus,4257355,to contain apparatus,V:obj:N
6438,Apparatus,4257354,steam heating apparatus,N:nn:N
6439,Apparatus,4257353,drilling apparatus,N:nn:N
6440,Apparatus,4257352,to connect with apparatus,V:prep:N
6441,Apparatus,4257357,to destroy apparatus,V:obj:N
6442,Apparatus,4257356,voltaic apparatus,N:mod:A
6443,Apparatus,4257359,similar apparatus,N:mod:A
6444,Apparatus,4257358,to show apparatus,V:obj:N
6445,Apparatus,4257360,apparatus require,V:subj:N
6446,Apparatus,4257361,to carry apparatus,V:obj:N
6447,Apparatus,4257362,censorship apparatus,N:nn:N
6448,Apparatus,4257363,propaganda apparatus,N:nn:N
6449,Apparatus,4257366,apparatus of the kind,N:prep:N
6450,Apparatus,4257365,automatic apparatus,N:mod:A
6451,Apparatus,4257364,apparatus for wireless telegraphy,N:prep:N
6452,Apparatus,4257367,score on the apparatus,N:prep:N
6453,Apparatus,4257368,to test apparatus,V:obj:N
6454,Apparatus,4257369,variety of apparatus,N:prep:N
6455,Apparatus,4257370,delicate apparatus,N:mod:A
6456,Apparatus,4257371,to adjust apparatus,V:obj:N
6457,Apparatus,4257372,political apparatus,N:mod:A
6458,Apparatus,4257373,communist apparatus,N:mod:A
6459,Apparatus,4257375,x-ray apparatus,N:nn:N
6460,Apparatus,4257374,to connect apparatus,V:obj:N
6461,Apparatus,4257377,apparatus during compulsories,N:prep:N
6462,Apparatus,4257376,to remove apparatus,V:obj:N
6463,Apparatus,4257380,control of the apparatus,N:prep:N
6464,Apparatus,4257379,complete apparatus,N:mod:A
6465,Apparatus,4257378,coercive apparatus,N:mod:A
6466,Apparatus,4257381,apparatus contain,V:subj:N
6467,Apparatus,4257382,to set apparatus,V:obj:N
6468,Apparatus,4257383,electromagnetic apparatus,N:mod:A
6469,Apparatus,4257384,telephonic apparatus,N:mod:A
6470,Apparatus,4257387,expensive apparatus,N:mod:A
6471,Apparatus,4257386,ruhmkorff apparatus,N:nn:N
6472,Apparatus,4257385,apparatus event,N:nn:N
6473,Apparatus,4257389,to furnish with apparatus,V:prep:N
6474,Apparatus,4257388,control apparatus,N:nn:N
6475,Apparatus,4257390,mitotic apparatus,N:mod:A
6476,Apparatus,4257393,apparatus design,V:subj:N
6477,Apparatus,4257392,apparatus connect,V:subj:N
6478,Apparatus,4257391,to provide apparatus,V:obj:N
6479,Apparatus,4257395,hydraulic apparatus,N:mod:A
6480,Apparatus,4257394,apparatus arrange,V:subj:N
6481,Apparatus,4257396,to form part of apparatus,V:obj+prep:N
6482,Apparatus,4257397,fishing apparatus,N:nn:N
6483,Apparatus,4257400,component of the apparatus,N:prep:N
6484,Apparatus,4257399,experiment with the apparatus,N:prep:N
6485,Apparatus,4257398,compressed air apparatus,N:nn:N
6486,Apparatus,4257401,apparatus of government,N:prep:N
6487,Apparatus,4257402,apparatus fail,V:subj:N
