id,word,word_vowel,word_lang,pair_id,pair_word,pair_word_vowel,pair_word_lang,type,rhyme_vowel,pos,syllable
304,경고하다,ʌo̞ää,ko,276,상승하다,äɯää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,293,지시하다,iiää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,301,배포하다,e̞o̞ää,ko,kyaku,o̞ää,verb,4
304,경고하다,ʌo̞ää,ko,308,허락하다,ʌäää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,328,검사하다,ʌäää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,329,유지하다,uiää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,335,일으키다,iɯiä,ko,kyaku,ä,verb,4
304,경고하다,ʌo̞ää,ko,399,성공하다,ʌo̞ää,ko,kyaku,o̞ää,verb,4
304,경고하다,ʌo̞ää,ko,400,치료하다,ioää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,401,표시하다,oiää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,419,암시하다,äiää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,453,절약하다,ʌäää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,482,발휘하다,äiää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,567,아프리카,äɯiä,ko,kyaku,ä,verb,4
304,경고하다,ʌo̞ää,ko,723,가기하다,äiää,ko,kyaku,ää,verb,4
304,경고하다,ʌo̞ää,ko,1318,가급하다,äɯää,ko,kyaku,ää,verb,4
305,이상,iä,ko,105,파란,ää,ko,kyaku,ä,adjective,2
305,이상,iä,ko,114,바다,ää,ko,kyaku,ä,adjective,2
305,이상,iä,ko,162,미라,iä,ko,kyaku,ä,adjective,2
305,이상,iä,ko,231,반란,ää,ko,kyaku,ä,adjective,2
305,이상,iä,ko,436,기사,iä,ko,kyaku,ä,adjective,2
305,이상,iä,ko,458,말단,ää,ko,kyaku,ä,adjective,2
305,이상,iä,ko,462,산란,ää,ko,kyaku,ä,adjective,2
305,이상,iä,ko,494,카파,ää,ko,kyaku,ä,adjective,2
305,이상,iä,ko,537,사람,ää,ko,kyaku,ä,adjective,2
305,이상,iä,ko,692,아마,ää,ko,kyaku,ä,adjective,2
306,aŭdi,aui,eo,22,amuzi,aui,eo,kyaku,ui,verb,3
306,aŭdi,aui,eo,100,saluti,aui,eo,kyaku,ui,verb,3
306,aŭdi,aui,eo,377,나누기,äui,ko,kyaku,ui,verb,3
306,aŭdi,aui,eo,1098,aburrí,aui,es,kyaku,ui,verb,3
306,aŭdi,aui,eo,1217,akuŝi,aui,eo,kyaku,ui,verb,3
307,구하다,uää,ko,5,말하다,äää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,26,논하다,o̞ää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,45,이루다,iuä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,55,기르다,iɯä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,57,취하다,iää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,75,줄이다,uiä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,88,알리다,äiä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,120,곱하다,o̞ää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,132,올리다,o̞iä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,134,들리다,ɯiä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,141,밝히다,äiä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,146,자라다,äää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,241,돌리다,o̞iä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,282,낙하산,äää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,292,놀라다,o̞ää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,309,높이다,o̞iä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,325,주사위,uäi,ko,to,ä,verb,3
307,구하다,uää,ko,363,죽이다,uiä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,413,굽히다,uiä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,467,그리다,ɯiä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,470,토하다,o̞ää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,497,치르다,iɯä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,571,미루다,iuä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,1155,귀하다,iää,ko,kyaku,ää,verb,3
307,구하다,uää,ko,1505,가이단,äiä,ko,kyaku,ä,verb,3
307,구하다,uää,ko,1618,가다가,äää,ko,kyaku,ää,verb,3
308,허락하다,ʌäää,ko,1,흥분하다,ɯuää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,11,평가하다,ʌäää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,14,자극하다,äɯää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,15,나타나다,ääää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,21,계속하다,e̞o̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,24,어울리다,ʌuiä,ko,kyaku,ä,verb,4
308,허락하다,ʌäää,ko,43,유도하다,uo̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,62,허용하다,ʌoää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,63,보증하다,o̞ɯää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,85,감독하다,äo̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,90,예측하다,e̞ɯää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,92,무시하다,uiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,97,계산하다,e̞äää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,99,인식하다,iiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,101,동의하다,o̞iää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,109,부담하다,uäää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,115,대답하다,e̞äää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,122,부족하다,uo̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,133,요약하다,oäää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,136,홍보하다,o̞o̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,145,가속하다,äo̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,171,찬양하다,ääää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,176,시작하다,iäää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,179,통과하다,o̞äää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,198,암기하다,äiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,221,보존하다,o̞o̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,223,제공하다,e̞o̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,227,궁금하다,uɯää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,240,의지하다,iiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,247,의존하다,io̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,259,방황하다,ääää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,270,제안하다,e̞äää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,276,상승하다,äɯää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,293,지시하다,iiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,301,배포하다,e̞o̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,304,경고하다,ʌo̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,328,검사하다,ʌäää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,329,유지하다,uiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,335,일으키다,iɯiä,ko,kyaku,ä,verb,4
308,허락하다,ʌäää,ko,399,성공하다,ʌo̞ää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,400,치료하다,ioää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,401,표시하다,oiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,419,암시하다,äiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,453,절약하다,ʌäää,ko,kyaku,äää,verb,4
308,허락하다,ʌäää,ko,482,발휘하다,äiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,567,아프리카,äɯiä,ko,kyaku,ä,verb,4
308,허락하다,ʌäää,ko,723,가기하다,äiää,ko,kyaku,ää,verb,4
308,허락하다,ʌäää,ko,1318,가급하다,äɯää,ko,kyaku,ää,verb,4
309,높이다,o̞iä,ko,5,말하다,äää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,26,논하다,o̞ää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,45,이루다,iuä,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,55,기르다,iɯä,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,57,취하다,iää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,75,줄이다,uiä,ko,kyaku,iä,verb,3
309,높이다,o̞iä,ko,88,알리다,äiä,ko,kyaku,iä,verb,3
309,높이다,o̞iä,ko,120,곱하다,o̞ää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,132,올리다,o̞iä,ko,kyaku,̞iä,verb,3
309,높이다,o̞iä,ko,134,들리다,ɯiä,ko,kyaku,iä,verb,3
309,높이다,o̞iä,ko,141,밝히다,äiä,ko,kyaku,iä,verb,3
309,높이다,o̞iä,ko,146,자라다,äää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,241,돌리다,o̞iä,ko,kyaku,̞iä,verb,3
309,높이다,o̞iä,ko,282,낙하산,äää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,292,놀라다,o̞ää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,307,구하다,uää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,363,죽이다,uiä,ko,kyaku,iä,verb,3
309,높이다,o̞iä,ko,413,굽히다,uiä,ko,kyaku,iä,verb,3
309,높이다,o̞iä,ko,467,그리다,ɯiä,ko,kyaku,iä,verb,3
309,높이다,o̞iä,ko,470,토하다,o̞ää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,497,치르다,iɯä,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,571,미루다,iuä,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,1155,귀하다,iää,ko,kyaku,ä,verb,3
309,높이다,o̞iä,ko,1505,가이단,äiä,ko,kyaku,iä,verb,3
309,높이다,o̞iä,ko,1618,가다가,äää,ko,kyaku,ä,verb,3
310,従う,iaaɯ,ja,9,輝く,aaaɯ,ja,kyaku,aaɯ,verb,4
310,従う,iaaɯ,ja,13,煌く,aaaɯ,ja,kyaku,aaɯ,verb,4
310,従う,iaaɯ,ja,35,生み出す,ɯiaɯ,ja,kyaku,aɯ,verb,4
310,従う,iaaɯ,ja,60,瞬く,iaaɯ,ja,kyaku,aaɯ,verb,4
310,従う,iaaɯ,ja,72,失う,ɯiaɯ,ja,kyaku,aɯ,verb,4
310,従う,iaaɯ,ja,93,dipahami,iaai,id,to,aa,verb,4
310,従う,iaaɯ,ja,216,敬う,ɯaaɯ,ja,kyaku,aaɯ,verb,4
310,従う,iaaɯ,ja,288,費やす,ɯiaɯ,ja,kyaku,aɯ,verb,4
310,従う,iaaɯ,ja,302,dikalahkan,iaaa,id,to,aa,verb,4
310,従う,iaaɯ,ja,337,支払う,iaaɯ,ja,kyaku,aaɯ,verb,4
310,従う,iaaɯ,ja,420,気になる,iiaɯ,ja,kyaku,aɯ,verb,4
310,従う,iaaɯ,ja,484,張り合う,aiaɯ,ja,kyaku,aɯ,verb,4
310,従う,iaaɯ,ja,511,疑う,ɯaaɯ,ja,kyaku,aaɯ,verb,4
310,従う,iaaɯ,ja,1250,あいだる,aiaɯ,ja,kyaku,aɯ,verb,4
310,従う,iaaɯ,ja,1503,chicharraban,iaaa,es,to,aa,verb,4
311,mematuhi,əaui,id,98,mengakui,əaui,id,kyaku,aui,verb,4
311,mematuhi,əaui,id,290,menakuti,əaui,id,kyaku,aui,verb,4
311,mematuhi,əaui,id,572,menaburi,əaui,id,kyaku,aui,verb,4
311,mematuhi,əaui,id,1194,desaturdí,eaui,es,kyaku,aui,verb,4
311,mematuhi,əaui,id,1282,aplaudí,aaui,es,kyaku,aui,verb,4
315,감히,äi,ko,159,사실,äi,ko,kyaku,̈i,verb,2
315,감히,äi,ko,345,파이,äi,ko,kyaku,̈i,verb,2
315,감히,äi,ko,350,파리,äi,ko,kyaku,̈i,verb,2
315,감히,äi,ko,554,다리,äi,ko,kyaku,̈i,verb,2
315,감히,äi,ko,585,가시,äi,ko,kyaku,̈i,verb,2
315,감히,äi,ko,1332,가기,äi,ko,kyaku,̈i,verb,2
315,감히,äi,ko,1595,가필,äi,ko,kyaku,̈i,verb,2
320,menasihati,əaiai,id,1412,ĉirkaŭbari,iauai,eo,kyaku,ai,verb,5
321,rapida,aia,eo,16,bajingan,aia,id,kyaku,ia,adjective,3
321,rapida,aia,eo,39,stabila,aia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,123,tuja,uia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,173,mulia,uia,id,kyaku,ia,adjective,3
321,rapida,aia,eo,178,solida,oia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,195,gaja,aia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,197,magia,aia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,225,malriĉa,aia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,251,avida,aia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,266,fortika,oia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,272,naiva,aia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,287,ĝoja,oia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,303,humila,uia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,424,komika,oia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,460,saringan,aia,id,kyaku,ia,adjective,3
321,rapida,aia,eo,464,mortiga,oia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,471,humida,uia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,486,nyanyian,aia,id,kyaku,ia,adjective,3
321,rapida,aia,eo,580,alia,aia,eo,kyaku,ia,adjective,3
321,rapida,aia,eo,694,harian,aia,id,kyaku,ia,adjective,3
321,rapida,aia,eo,731,أدريان,aia,ar,kyaku,ia,adjective,3
321,rapida,aia,eo,772,cơ khí hóa,ɤia,vi,kyaku,ia,adjective,3
321,rapida,aia,eo,907,buziaș,uia,ro,kyaku,ia,adjective,3
321,rapida,aia,eo,943,bobina,oia,es,kyaku,ia,adjective,3
321,rapida,aia,eo,978,abîma,aia,fr,kyaku,ia,adjective,3
321,rapida,aia,eo,1363,african,aia,ro,kyaku,ia,adjective,3
325,주사위,uäi,ko,121,이야기,iäi,ko,kyaku,äi,verb,3
325,주사위,uäi,ko,307,구하다,uää,ko,to,ä,verb,3
325,주사위,uäi,ko,1447,쉬파리,iäi,ko,kyaku,äi,verb,3
326,曲がった,aaa,ja,8,balasan,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,94,catatan,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,117,masalah,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,281,harapan,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,336,dijaga,iaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,356,biara,iaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,376,tatapan,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,378,cahaya,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,382,halangan,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,397,dibayar,iaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,398,tawaran,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,454,kawanan,aaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,724,ababan,aaa,es,kyaku,aa,verb,3
326,曲がった,aaa,ja,996,cobalah,oaa,id,kyaku,aa,verb,3
326,曲がった,aaa,ja,1096,ababa,aaa,es,kyaku,aa,verb,3
326,曲がった,aaa,ja,1103,bufaba,uaa,es,kyaku,aa,verb,3
326,曲がった,aaa,ja,1537,abarca,aaa,es,kyaku,aa,verb,3
327,navigi,aii,eo,25,rajdi,aii,eo,kyaku,ii,verb,3
327,navigi,aii,eo,58,dramigi,aii,eo,kyaku,ii,verb,3
327,navigi,aii,eo,208,akiri,aii,eo,kyaku,ii,verb,3
327,navigi,aii,eo,291,timigi,iii,eo,kyaku,ii,verb,3
327,navigi,aii,eo,409,finigi,iii,eo,kyaku,ii,verb,3
327,navigi,aii,eo,1380,affilie,aii,fr,kyaku,ii,verb,3
328,검사하다,ʌäää,ko,1,흥분하다,ɯuää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,11,평가하다,ʌäää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,14,자극하다,äɯää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,15,나타나다,ääää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,21,계속하다,e̞o̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,24,어울리다,ʌuiä,ko,kyaku,ä,verb,4
328,검사하다,ʌäää,ko,43,유도하다,uo̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,62,허용하다,ʌoää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,63,보증하다,o̞ɯää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,85,감독하다,äo̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,90,예측하다,e̞ɯää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,92,무시하다,uiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,97,계산하다,e̞äää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,99,인식하다,iiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,101,동의하다,o̞iää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,109,부담하다,uäää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,115,대답하다,e̞äää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,122,부족하다,uo̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,133,요약하다,oäää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,136,홍보하다,o̞o̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,145,가속하다,äo̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,171,찬양하다,ääää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,176,시작하다,iäää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,179,통과하다,o̞äää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,198,암기하다,äiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,221,보존하다,o̞o̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,223,제공하다,e̞o̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,227,궁금하다,uɯää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,240,의지하다,iiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,247,의존하다,io̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,259,방황하다,ääää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,270,제안하다,e̞äää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,276,상승하다,äɯää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,293,지시하다,iiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,301,배포하다,e̞o̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,304,경고하다,ʌo̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,308,허락하다,ʌäää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,329,유지하다,uiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,335,일으키다,iɯiä,ko,kyaku,ä,verb,4
328,검사하다,ʌäää,ko,399,성공하다,ʌo̞ää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,400,치료하다,ioää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,401,표시하다,oiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,419,암시하다,äiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,453,절약하다,ʌäää,ko,kyaku,äää,verb,4
328,검사하다,ʌäää,ko,482,발휘하다,äiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,567,아프리카,äɯiä,ko,kyaku,ä,verb,4
328,검사하다,ʌäää,ko,723,가기하다,äiää,ko,kyaku,ää,verb,4
328,검사하다,ʌäää,ko,1318,가급하다,äɯää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,1,흥분하다,ɯuää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,11,평가하다,ʌäää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,14,자극하다,äɯää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,15,나타나다,ääää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,21,계속하다,e̞o̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,24,어울리다,ʌuiä,ko,kyaku,ä,verb,4
329,유지하다,uiää,ko,43,유도하다,uo̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,62,허용하다,ʌoää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,63,보증하다,o̞ɯää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,85,감독하다,äo̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,90,예측하다,e̞ɯää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,92,무시하다,uiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,97,계산하다,e̞äää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,99,인식하다,iiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,101,동의하다,o̞iää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,109,부담하다,uäää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,115,대답하다,e̞äää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,122,부족하다,uo̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,133,요약하다,oäää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,136,홍보하다,o̞o̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,145,가속하다,äo̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,171,찬양하다,ääää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,176,시작하다,iäää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,179,통과하다,o̞äää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,198,암기하다,äiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,221,보존하다,o̞o̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,223,제공하다,e̞o̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,227,궁금하다,uɯää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,240,의지하다,iiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,247,의존하다,io̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,259,방황하다,ääää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,270,제안하다,e̞äää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,276,상승하다,äɯää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,293,지시하다,iiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,301,배포하다,e̞o̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,304,경고하다,ʌo̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,308,허락하다,ʌäää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,328,검사하다,ʌäää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,335,일으키다,iɯiä,ko,kyaku,ä,verb,4
329,유지하다,uiää,ko,399,성공하다,ʌo̞ää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,400,치료하다,ioää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,401,표시하다,oiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,419,암시하다,äiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,453,절약하다,ʌäää,ko,kyaku,ää,verb,4
329,유지하다,uiää,ko,482,발휘하다,äiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,567,아프리카,äɯiä,ko,kyaku,ä,verb,4
329,유지하다,uiää,ko,723,가기하다,äiää,ko,kyaku,iää,verb,4
329,유지하다,uiää,ko,1318,가급하다,äɯää,ko,kyaku,ää,verb,4
330,pedagogia,eaoia,eo,1153,aarónica,aaoia,es,kyaku,aoia,adjective,5
332,汚い,iaai,ja,67,小さい,iiai,ja,kyaku,ai,adjective,4
332,汚い,iaai,ja,68,berbagai,əaai,id,kyaku,aai,adjective,4
332,汚い,iaai,ja,119,重大,ɯɯai,ja,kyaku,ai,adjective,4
332,汚い,iaai,ja,157,memarahi,əaai,id,kyaku,aai,adjective,4
332,汚い,iaai,ja,250,甲高い,aaai,ja,kyaku,aai,adjective,4
332,汚い,iaai,ja,385,meminyaki,əiai,id,kyaku,ai,adjective,4
332,汚い,iaai,ja,434,duniawi,uiai,id,kyaku,ai,adjective,4
332,汚い,iaai,ja,441,menghiasi,əiai,id,kyaku,ai,adjective,4
332,汚い,iaai,ja,456,diadakan,iaaa,id,to,aa,adjective,4
332,汚い,iaai,ja,521,壮大,oɯai,ja,kyaku,ai,adjective,4
332,汚い,iaai,ja,534,確かに,aiai,ja,kyaku,ai,adjective,4
332,汚い,iaai,ja,544,拙い,ɯaai,ja,kyaku,aai,adjective,4
332,汚い,iaai,ja,788,akapari,aaai,eo,kyaku,aai,adjective,4
332,汚い,iaai,ja,1157,tejamaní,eaai,es,kyaku,aai,adjective,4
332,汚い,iaai,ja,1200,أسترالي,uuai,ar,kyaku,ai,adjective,4
332,汚い,iaai,ja,1404,duplikati,uiai,eo,kyaku,ai,adjective,4
334,miniatur,iiau,id,67,小さい,iiai,ja,to,ia,adjective,4
334,miniatur,iiau,id,212,シニカル,iiaɯ,ja,to,ia,adjective,4
334,miniatur,iiau,id,234,인식하다,iiää,ko,to,ia,adjective,4
334,miniatur,iiau,id,235,berkilau,əiau,id,kyaku,iau,adjective,4
334,miniatur,iiau,id,870,brunasár,ʏaau,is,kyaku,au,adjective,4
334,miniatur,iiau,id,1445,いいから,iiaa,ja,to,ia,adjective,4
