,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun,next_word_index_verb_count,next_word_index_adjective_count,next_word_index_noun_count
351,379,591,2583,mewakili,id,verb,/məwakili/,əɶyy,represent,19:25:58:167:197:211:317:785:796:895:1103:1341:1368:1466,20:33:65:74:110:169:227:263:295:330:358:494:512:854:1243:1319:1571,604:734:735:740:748:777:894:906:969:973:981:1032:1070:1101:1102:1117:1124:1201:1206:1239:1264:1407:1438,14,17,23
352,380,593,2588,ripari,eo,verb,/ripari/,yɶy,repair,104:190:310:400:1403:1484:1532,3:50:67:364:375:425:432:473:531:719:752:977:1228,614:620:669:678:711:768:787:831:920:933:974:1034:1091:1196:1207:1236:1251:1290:1322:1351:1374:1394:1396:1414:1442:1445:1488:1531:1540:1577:1627,7,13,31
353,381,599,2615,華やか,ja,adjective,/hanajaka/,ɶɶɶɶ,Glamorous,5:11:15:91:97:100:116:131:157:162:165:187:252:274:299:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:112:118:149:208:223:300:414:1008:1046:1591,645:653:721:727:730:745:769:822:825:840:845:862:881:889:919:1001:1007:1011:1015:1039:1058:1060:1061:1072:1073:1158:1159:1242:1281:1296:1412:1533:1536,31,12,33
354,382,601,2622,暖まる,ja,verb,/atatamaɾɯ/,ɶɶɶɶu,Warm,722:780:1027:1160:1225,152:738:851:1423,725:749:815:838:857:884:900:951:962:1017:1083:1122:1132:1147:1174:1230:1302:1303:1449:1522:1560:1587,5,4,22
355,384,606,2646,죽이다,ko,verb,/t͡ɕuɡida̠/,buyɶ,To kill,523:905:1218:1391:1395,106:159:293:463:592:891:1162:1625,689:708:739:846:867:961:991:998:1000:1050:1086:1104:1165:1197:1220:1265:1329:1440:1471:1558,5,8,20
356,385,608,2657,rakus,id,adjective,/rakus/,ɶub,greedy,424:826:897:1280:1463,818:1036:1146,767:930:948:953:972:1155:1273:1358:1446:1620,5,3,10
357,386,610,2665,melukai,id,verb,/məlukai/,əuɶy,hurt,315:828:1048:1299:1381:1472,102:151:281:421:516:797:1172:1262,601:668:680:770:807:809:835:943:1137:1182:1200:1226:1269:1279:1295:1310:1320:1486:1510:1619,6,8,20
358,387,611,2675,難しい,ja,adjective,/mɯzɯkaɕii/,uuɶyy,difficult,19:25:58:125:167:197:211:234:317:351:785:796:895:1103:1341:1368:1390:1466,854:1169:1243:1319:1571,735:740:748:777:837:894:906:941:969:973:981:1032:1070:1102:1117:1124:1201:1206:1239:1264:1407:1438,18,5,22
359,388,612,2679,슬픈,ko,adjective,/sʰɯɭpʰɯn/,uum,Sad,506:859:1325,4:132:720,662:771:903:956:982:1047:1152:1208:1316,3,3,9
360,389,614,2696,khawatir,id,verb,/ʔhawatir/,ɶɶy,worried,498:566:761:864:922:996:1014:1016:1031:1184,17:34:134:139:236:242:323:345:350:390:541:788:1123,599:624:626:732:750:763:783:839:863:869:899:952:957:963:1005:1019:1057:1062:1089:1145:1148:1153:1161:1177:1190:1247:1261:1292:1350:1416:1459:1469:1515:1521:1547:1566,10,13,36
361,390,615,2707,dril,id,adjective,/dril/,yb,drill,2:88:98:141:146:171:175:196:305:341:373:433:441:452:472:493:505:524:550:558:559:586:718:872:940:1157,380:392:434:439:514:593:909,811:823:936:1139:1141:1195:1211:1291:1300:1309:1340:1504,26,7,12
362,391,616,2710,폭발하다,ko,verb,/pʰo̞k̚p͈a̠ɾɦa̠da̠/,obɶɶɶ,to explode,100:203:316:404:799:814:861:901:976:1067:1179:1304:1318:1389:1500,30:51:77:118:208:223:300:353:414:636:1008:1046:1591,697:721:727:730:745:769:822:825:840:845:862:881:889:898:919:1001:1007:1015:1039:1058:1061:1072:1073:1099:1158:1159:1242:1256:1281:1296:1412:1533:1536,15,13,33
363,392,617,2712,반응,ko,verb,/pa̠nɯŋ/,ɶum,reaction,309:747:960:1090,158:515:540,623:630:733:786:890:923:1010:1064:1205:1223:1371:1537:1568,4,3,13
364,394,619,2726,痛み,ja,adjective,/itami/,yɶy,pain,104:190:310:352:400:501:1041:1233:1403:1484:1532,375:425:432:719:752:977:1228:1380,620:768:787:831:920:933:974:1034:1091:1114:1196:1236:1251:1322:1351:1374:1394:1396:1414:1445:1488:1531:1583:1627,11,8,24
365,396,623,2746,방음,ko,verb,/pa̠ŋɯm/,ɶum,deafening,309:747:960:1090,158:515:540,623:630:733:786:890:923:1010:1064:1205:1223:1371:1537:1568,4,3,13
366,397,624,2753,tatapan,id,verb,/tatapan/,ɶɶɶm,stare,267:724:798:970:1194:1462,12:971:990:1003:1306,728:847:852:932:986:1092:1221:1255:1317:1433:1480:1512:1598,6,5,13
367,398,625,2758,従う,ja,verb,/ɕitagaɯ/,yɶɶu,Follow,722:780:1027:1160:1225,152:738:851:1423,725:749:815:838:857:884:900:951:962:1017:1083:1122:1132:1147:1174:1230:1302:1303:1449:1522:1560:1587,5,4,22
368,399,626,2759,mematuhi,id,verb,/məmatuhi/,əɶuy,obey,22:121:297:409:710:870:871:1069:1164:1244:1379,272:456:928:1343:1570,629:635:696:737:817:849:926:1037:1042:1052:1100:1118:1163:1166:1171:1185:1186:1209:1231:1263:1424:1444:1518:1581:1585:1617:1622:1626,11,5,28
369,400,627,2770,memakai,id,verb,/məmakai/,əɶɶy,Wear,498:566:761:864:922:996:1014:1016:1031:1184,17:34:134:139:236:242:323:345:350:390:541:788:1123,599:624:626:732:750:763:783:839:863:869:899:952:957:963:1005:1019:1057:1062:1089:1145:1148:1153:1161:1177:1190:1247:1261:1292:1350:1416:1459:1469:1515:1521:1547:1566,10,13,36
370,401,628,2775,menyadari,id,verb,/məɲadari/,əɶɶy,Realize,498:566:761:864:922:996:1014:1016:1031:1184,17:34:134:139:236:242:323:345:350:390:541:788:1123,599:624:626:732:750:763:783:839:863:869:899:952:957:963:1005:1019:1057:1062:1089:1145:1148:1153:1161:1177:1190:1247:1261:1292:1350:1416:1459:1469:1515:1521:1547:1566,10,13,36
371,402,631,2788,koni,eo,adjective,/koni/,oy,to know,135:155:173:381:545:579:911:1023:1192:1212,156:172:257:422:430:527:554:1475,865:887:910:1135:1278:1288:1328:1332:1385:1437:1470:1474:1507:1552:1623,10,8,15
372,403,632,2791,halangan,id,verb,/halaŋan/,ɶɶɶm,HALANGAN,267:724:798:970:1194:1462,12:971:990:1003:1306,728:847:852:932:986:1092:1221:1255:1317:1433:1480:1512:1598,6,5,13
373,404,633,2794,peels,en,verb,/ˈpiɫz/,yb,peels,452:493:524:550:718:872:940:1157,361:909:1178,811:823:877:913:936:1139:1141:1195:1211:1291:1300:1309:1340:1367:1478:1499:1504,8,3,17
374,405,636,2801,leavy,en,adjective,/ˈɫivi/,yy,leavy,346:396:416:595:819:885,95:192:1384,691:812:874:935:1144:1235:1271:1404:1454:1482:1491:1502:1503:1514:1530:1539:1548:1611:1613,6,3,19
375,406,637,2802,meminyaki,id,adjective,/məmiɲaki/,əyɶy,Oil,104:352:501:1041:1233:1403:1484:1532,3:50:67:364:473:531:719:752:977:1228:1380,614:669:678:711:787:831:920:933:974:1034:1091:1114:1196:1207:1236:1251:1290:1322:1351:1374:1394:1414:1442:1488:1531:1540:1577:1583,8,11,28
376,407,638,2806,wajah,id,verb,/wadʒah/,ɶɶ,face,334:377:504:543:547:556:571:590:821,96:259:488:692:866:1393:1473,667:695:706:715:937:1025:1129:1149:1361:1382:1460:1477:1490:1496:1501:1520:1549:1556:1580:1593:1600:1616:1624,9,7,23
377,408,639,2809,나사,ko,verb,/na̠sʰa̠/,ɶɶ,screw,136:376:394:508:553:574:577:821,140:194:259:302:443:520:533:546:567:866:1393:1473,625:648:667:695:706:873:937:1025:1129:1149:1361:1382:1460:1477:1490:1496:1501:1520:1549:1556:1580:1593:1616,8,12,23
378,409,640,2812,미사,ko,verb,/misʰa̠/,yɶ,mass,435:513:1198,343:573:580:1191:1408:1541,699:880:1143:1286:1439:1505:1526:1546:1618,3,6,9
379,411,643,2818,fortika,eo,adjective,/fortika/,oyɶ,robust,115:233:406:1167:1270:1372:1373,36:54:753:772:929:978:1119,671:693:784:805:844:904:989:1033:1038:1093:1181:1204:1227:1333:1431:1601,7,7,16
380,412,647,2858,brief,en,adjective,/ˈbɹif/,yb,brief,452:493:524:550:718:872:940:1157,361:909:1178,811:823:877:913:936:1139:1141:1195:1211:1291:1300:1309:1340:1367:1478:1499:1504,8,3,17
381,413,649,2863,솔기,ko,verb,/sʰo̞ɭɡi/,oy,seam,339:544:565:888:911:1023:1192:1212:1495:1527,156:371:1475,705:865:887:910:1079:1278:1288:1328:1332:1385:1437:1470:1474:1507:1552:1623,10,3,16
382,414,650,2864,wazir,id,adjective,/wazir/,ɶy,vizier,145:150:303:304:306:337:342:469:490:551:583:813:1078:1080:1140:1142:1294:1492:1562,90:176:255:340:429:510:594:1081:1213,596:616:649:651:656:664:665:682:713:882:1021:1084:1133:1272:1287:1335:1337:1468:1494:1528:1535:1561:1564:1594:1596,19,9,25
383,416,654,2886,가는,ko,adjective,/ka̠nɯn/,ɶum,going,309:747:960:1090,158:515:540,623:630:733:786:890:923:1010:1064:1205:1223:1371:1537:1568,4,3,13
384,417,656,2898,lipat,id,adjective,/lipat/,yɶb,folding,177:542:588:824,38:755:1376,757:779:827:914:1113:1176:1202:1388:1451:1513,4,3,10
385,418,657,2899,나쁜,ko,verb,/na̠p͈ɯn/,ɶum,Bad,309:747:960:1090,158:515:540,623:630:733:786:890:923:1010:1064:1205:1223:1371:1537:1568,4,3,13
386,419,658,2902,어울리다,ko,adjective,/ʌ̹uɭʎida̠/,ɔuyɶ,comport,523:905:1218:1391:1395,106:159:293:463:592:891:1162:1625,689:708:739:846:867:961:991:998:1000:1050:1086:1104:1165:1197:1220:1265:1329:1440:1471:1558,5,8,20
387,420,659,2904,dibayar,id,verb,/dibajar/,yɶɶ,paid,57:83:186:224:232:280:284:320:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1603:1605,71:78:80:225:407:436:438:802:979:1097:1180:1401:1429:1508,597:598:672:677:792:800:803:820:856:925:944:945:946:1112:1126:1156:1193:1203:1216:1222:1259:1266:1293:1298:1347:1417:1565:1572:1604:1609,23,14,30
388,421,660,2907,표시하다,ko,verb,/pʰjoɕʰiɦa̠da̠/,oyɶɶ,Denote,7:327:348:387:775:830:988:1063:1106:1364:1543:1555:1603:1605,78:80:81:407:436:802:979:1097:1180:1401:1429:1508,597:598:608:661:673:677:792:800:803:806:820:856:925:944:945:946:1029:1045:1112:1126:1156:1193:1203:1216:1222:1259:1266:1298:1417:1565:1572:1609,14,12,32
389,422,661,2910,貸し切り,ja,verb,/kaɕikiɾi/,ɶyyy,Lending,59:69:247:278:319:397:1240:1345,1344:1425:1607,698:778:790:793:801:950:1043:1053:1108:1151:1224:1238:1258:1260:1346:1353:1398:1432:1485:1509:1551:1563,8,3,22
390,423,662,2915,柔らかい,ja,adjective,/jaɰᵝaɾakai/,ɶɶɶɶy,soft,44:46:133:179:199:215:230:245:288:308:360:369:370:496:566:761:864:922:996:1016:1031:1184,68:111:134:143:331:408:788:1123,732:750:763:783:863:869:899:952:957:963:1005:1019:1057:1062:1089:1110:1145:1148:1161:1177:1190:1219:1247:1261:1350:1387:1413:1416:1459:1467:1469:1511:1515:1521:1547:1566,22,8,36
391,424,663,2917,salinan,id,verb,/salinan/,ɶyɶm,copy,995:1188:1284:1307:1315:1448:1464:1479,731:1241:1313:1326,842:1044:1378:1392:1415:1427:1524,8,4,7
392,425,667,2931,neese,en,adjective,/ˈniz/,yb,neese,452:493:524:550:718:872:940:1157,361:909:1178,811:823:877:913:936:1139:1141:1195:1211:1291:1300:1309:1340:1367:1478:1499:1504,8,3,17
393,426,669,2937,자극하다,ko,adjective,/t͡ɕa̠ɡɯkʰa̠da̠/,bɶuɶɶ,stimulate,782:816:1026:1075:1447:1483,28:92:403:426:562:1187:1267:1610,613:640:687:717:729:743:776:789:967:1051:1071:1189:1248:1252:1254:1321:1352:1397:1450:1489:1523:1589,6,8,22
394,427,670,2944,rasa,id,verb,/rasa/,ɶɶ,A taste,334:377:504:543:547:556:571:590:821,96:259:488:692:866:1393:1473,667:695:706:715:937:1025:1129:1149:1361:1382:1460:1477:1490:1496:1501:1520:1549:1556:1580:1593:1600:1616:1624,9,7,23
395,428,671,2946,開く,ja,verb,/akɯ/,ɶu,open,191:253:254:482:486:487:530:552:557:938:1128:1275:1360,174:195:256:264:484:489:575:912:1077:1330:1356,642:808:868:908:934:939:1020:1022:1028:1082:1138:1234:1312:1359:1362:1370:1434:1453:1497:1506:1516:1529:1550:1576:1588:1602:1615,13,11,27
396,429,674,2954,기피,ko,verb,/kipʰi/,yy,avoid,344:576:819,89:142:153:374:549:570:1384,688:691:874:935:1235:1271:1369:1454:1482:1491:1502:1503:1514:1530:1539:1611:1613,3,7,17
397,430,676,2965,finigi,eo,verb,/finigi/,yyy,to finish,69:389:1240:1345,79:1344:1425:1607,685:778:790:793:801:950:1009:1043:1053:1105:1108:1151:1224:1238:1258:1260:1346:1353:1398:1432:1485:1509:1551:1563,4,4,24
398,431,678,2973,mulai,id,verb,/mulai/,uɶy,Start,315:828:1048:1299:1381:1472,102:151:281:421:516:797:1172:1262,601:668:680:770:807:809:835:943:1137:1182:1200:1226:1269:1279:1295:1310:1320:1486:1510:1619,6,8,20
399,432,680,2991,치료하다,ko,verb,/t͡ɕʰiɾjoɦa̠da̠/,byoɶɶ,Treat,848:985:1421,189:251:741:927:931:955:1257:1331:1608,686:736:760:781:829:832:860:878:916:992:1012:1054:1116:1168:1217:1419:1428,3,9,17
400,433,681,2995,menilai,id,verb,/mənilai/,əyɶy,rate,104:352:501:1041:1233:1403:1484:1532,3:50:67:364:473:531:719:752:977:1228:1380,614:669:678:711:787:831:920:933:974:1034:1091:1114:1196:1207:1236:1251:1290:1322:1351:1374:1394:1414:1442:1488:1531:1540:1577:1583,8,11,28
401,434,684,3004,曲がる,ja,verb,/magaɾɯ/,ɶɶu,Bend,722:780:1027:1160:1225,152:738:851:1423,725:749:815:838:857:884:900:951:962:1017:1083:1122:1132:1147:1174:1230:1302:1303:1449:1522:1560:1587,5,4,22
402,435,685,3006,굽히다,ko,verb,/kupʰida̠/,uyɶ,bend,523:905:1218:1391:1395,106:159:293:463:592:891:1162:1625,689:708:739:846:867:961:991:998:1000:1050:1086:1104:1165:1197:1220:1265:1329:1440:1471:1558,5,8,20
403,436,686,3015,berbudaya,id,adjective,/bərbudaja/,əuɶɶ,cultured,1:14:63:217:261:282:298:782:816:1026:1075:1282:1447:1483,28:393:426:1187:1267:1610,613:687:717:729:743:776:789:967:1051:1071:1111:1189:1248:1254:1321:1352:1397:1450:1489:1589,14,6,20
404,437,688,3020,cahaya,id,verb,/tʃahaja/,ɶɶɶ,light,5:11:15:91:97:116:131:157:162:165:187:203:252:274:299:316:318:362:444:799:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:77:112:149:223:300:353:414:636:1008:1046:1591,645:653:697:721:727:730:769:822:825:840:845:862:881:898:919:1007:1011:1015:1039:1058:1060:1061:1072:1073:1099:1158:1159:1256:1281:1296:1412:1536,30,13,32
405,438,689,3024,푸른,ko,adjective,/pʰuɾɯn/,uum,blue,506:859:1325,4:132:720,662:771:903:956:982:1047:1152:1208:1316,3,3,9
406,439,690,3033,높이다,ko,verb,/no̞pʰida̠/,oyɶ,heighten,1167:1270:1373,64:164:222:273:321:379:415:502:753:772:929:978:1119:1253,693:784:805:844:904:989:1033:1093:1181:1204:1227:1333:1431:1601:1614,3,14,15
407,440,692,3036,porĉiama,eo,adjective,/port͡ʃiama/,oyɶɶ,perpetual,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1603:1605,71:81:225:438:802:979:1401:1429:1508,597:598:608:661:672:673:800:803:806:820:856:925:944:945:946:1029:1045:1112:1156:1203:1216:1222:1259:1266:1293:1298:1347:1417:1604:1609,27,9,30
408,441,693,3038,abadi,id,adjective,/abadi/,ɶɶy,Abadi,498:566:761:864:922:996:1014:1016:1031:1184,17:34:134:139:236:242:323:345:350:390:541:788:1123,599:624:626:732:750:763:783:839:863:869:899:952:957:963:1005:1019:1057:1062:1089:1145:1148:1153:1161:1177:1190:1247:1261:1292:1350:1416:1459:1469:1515:1521:1547:1566,10,13,36
409,442,694,3039,나누기,ko,verb,/na̠nuɡi/,ɶuy,division,22:93:121:277:283:297:368:569:710:871:1069:1164:1244:1379,272:456:928:1343:1458:1570,615:629:635:696:737:817:926:1037:1042:1052:1100:1118:1163:1166:1171:1186:1231:1263:1424:1443:1444:1518:1581:1585:1617:1626,14,6,26
410,443,695,3047,암시하다,ko,verb,/a̠mɕʰiɦa̠da̠/,ɶmyɶɶ,Suggest,7:327:348:387:775:830:988:1063:1106:1364:1543:1555:1603:1605,78:80:81:407:436:802:979:1097:1180:1401:1429:1508,597:598:608:661:673:677:792:800:803:806:820:856:925:944:945:946:1029:1045:1112:1126:1156:1193:1203:1216:1222:1259:1266:1298:1417:1565:1572:1609,14,12,32
411,444,699,3065,気になる,ja,verb,/kininaɾɯ/,yyɶu,concern,270:461:703:1074,109:226:325:536:1268:1410,612:726:751:791:794:804:836:841:875:921:966:987:994:1035:1040:1049:1088:1096:1098:1173:1229:1237:1305:1334:1348:1441:1493:1542:1553:1567:1621,4,6,31
412,445,700,3069,바른,ko,verb,/pa̠ɾɯn/,ɶum,right,309:747:960:1090,158:515:540,623:630:733:786:890:923:1010:1064:1205:1223:1371:1537:1568,4,3,13
413,446,701,3073,dimulai,id,verb,/dimulai/,yuɶy,start,315:828:1048:1299:1381:1472,102:151:281:421:516:797:1172:1262,601:668:680:770:807:809:835:943:1137:1182:1200:1226:1269:1279:1295:1310:1320:1486:1510:1619,6,8,20
414,448,705,3090,banala,eo,adjective,/banala/,ɶɶɶ,trivial,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,77:112:118:149:208:353:636:1008:1046:1591,645:653:697:721:727:730:745:769:825:840:845:862:889:898:919:1001:1007:1011:1015:1039:1058:1060:1061:1073:1099:1158:1159:1242:1256:1412:1533,33,10,31
415,449,706,3097,komika,eo,adjective,/komika/,oyɶ,comedian,115:233:406:1167:1270:1372:1373,36:54:753:772:929:978:1119,671:693:784:805:844:904:989:1033:1038:1093:1181:1204:1227:1333:1431:1601,7,7,16
416,450,708,3100,미끼,ko,verb,/mik͈i/,yy,bait,344:576:819,89:142:153:374:549:570:1384,688:691:874:935:1235:1271:1369:1454:1482:1491:1502:1503:1514:1530:1539:1611:1613,3,7,17
417,451,713,3108,mahir,id,adjective,/mahir/,ɶy,Majiry.,145:150:303:304:306:337:342:469:490:551:583:813:1078:1080:1140:1142:1294:1492:1562,90:176:255:340:429:510:594:1081:1213,596:616:649:651:656:664:665:682:713:882:1021:1084:1133:1272:1287:1335:1337:1468:1494:1528:1535:1561:1564:1594:1596,19,9,25
418,452,714,3110,badut,id,verb,/badut/,ɶub,clown,424:826:897:1280:1463,818:1036:1146,767:930:948:953:972:1155:1273:1358:1446:1620,5,3,10
419,453,715,3116,goo,eo,adjective,/goo/,oo,goo,312:423:754:1024:1461,147:258:324:437:511,657:1127:1136:1274:1297:1301:1308:1349:1406:1545:1597,5,5,11
420,454,716,3123,dalam,id,verb,/dalam/,ɶɶm,in,124:204:238:268:448:466:471:537:539:984:1338,87:221:243:449:453:534:764,611:617:618:647:663:674:679:681:744:759:774:810:853:858:902:915:954:975:1199:1232:1250:1277:1324:1575:1592,11,7,25
421,455,717,3124,深い,ja,adjective,/ɸɯkai/,uɶy,deep,52:86:108:315:357:398:413:458:828:1048:1299:1381:1472,84:107:797:1172,770:809:835:883:943:1182:1200:1226:1269:1276:1295:1320:1402:1486:1510:1606:1619,13,4,17
422,456,719,3138,모의,ko,adjective,/mo̞ɰi/,oy,imitation,339:544:565:888:911:1023:1192:1212:1495:1527,156:371:1475,705:865:887:910:1079:1278:1288:1328:1332:1385:1437:1470:1474:1507:1552:1623,10,3,16
423,457,720,3140,homo,id,verb,/homo/,oo,homo,37:311:440:563:584:585:754:1024:1461,147:419:428:437:511:879,657:1136:1274:1297:1301:1308:1406:1498:1597,9,6,9
424,458,721,3153,팔뚝,ko,verb,/pʰa̠ɭt͈uk̚/,ɶub,Forearm,94:220:307:418:464:826:897:1280:1463,49:101:161:166:188:207:260:356:818:1036:1146,702:930:948:953:972:1155:1273:1358:1446:1620,9,11,10
425,460,723,3169,duniawi,id,adjective,/duniawi/,uyɶy,worldly,104:352:501:1041:1233:1403:1484:1532,3:50:67:364:473:531:719:752:977:1228:1380,614:669:678:711:787:831:920:933:974:1034:1091:1114:1196:1207:1236:1251:1290:1322:1351:1374:1394:1414:1442:1488:1531:1540:1577:1583,8,11,28
426,461,724,3170,sekulara,eo,adjective,/sekulara/,øuɶɶ,secular,1:14:63:217:261:282:298:782:816:1026:1075:1282:1447:1483,92:393:403:562:1267:1610,613:640:687:717:729:743:776:789:967:1051:1071:1111:1189:1248:1252:1321:1352:1397:1450:1489:1523:1589,14,6,22
427,462,725,3178,기사,ko,adjective,/kisʰa̠/,yɶ,Article,435:513:1198,343:573:580:1191:1408:1541,699:880:1143:1286:1439:1505:1526:1546:1618,3,6,9
428,463,727,3183,ŝtormo,eo,adjective,/ʃtormo/,oo,Storm,312:423:754:1024:1461,147:258:324:437:511,657:1127:1136:1274:1297:1301:1308:1349:1406:1545:1597,5,5,11
429,464,728,3184,나귀,ko,adjective,/na̠ɡɥi/,ɶy,ass,150:304:306:467:469:490:525:813:1078:1080:1140:1142:1492,176:382:417:491:510:555:594:1081:1213:1363,596:649:651:664:670:876:882:1021:1084:1133:1272:1287:1335:1337:1411:1494:1535:1594:1596:1599,13,10,20
430,465,729,3185,노비,ko,adjective,/no̞bi/,oy,Novi,339:544:565:888:911:1023:1192:1212:1495:1527,156:371:1475,705:865:887:910:1079:1278:1288:1328:1332:1385:1437:1470:1474:1507:1552:1623,10,3,16
431,466,730,3190,uzi,eo,verb,/uzi/,uy,to use,170:468:485:582:1134:1357,154:336:492:548:560:1289:1339:1365,610:641:886:1131:1285:1336:1366:1400:1481:1544:1559,6,8,11
432,467,731,3191,menghiasi,id,adjective,/məŋhiasi/,əyɶy,decorate,104:352:501:1041:1233:1403:1484:1532,3:50:67:364:473:531:719:752:977:1228:1380,614:669:678:711:787:831:920:933:974:1034:1091:1114:1196:1207:1236:1251:1290:1322:1351:1374:1394:1414:1442:1488:1531:1540:1577:1583,8,11,28
433,468,732,3193,creak,en,verb,/ˈkɹik/,yb,creak,452:493:524:550:718:872:940:1157,361:909:1178,811:823:877:913:936:1139:1141:1195:1211:1291:1300:1309:1340:1367:1478:1499:1504,8,3,17
434,469,733,3196,cheap,en,adjective,/ˈtʃip/,yb,cheap,452:493:524:550:718:872:940:1157,361:909:1178,811:823:877:913:936:1139:1141:1195:1211:1291:1300:1309:1340:1367:1478:1499:1504,8,3,17
435,470,734,3201,抵达,zh-cn,verb,/ti˨˩˦ ta˧˥/,yɶ,arrival,378:513:528:1198,148:343:427:573:580:1191:1408:1541,699:880:1143:1286:1505:1526:1546:1618,4,8,8
436,472,736,3203,lojala,eo,adjective,/loiala/,oyɶɶ,loyal,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1603:1605,71:81:225:438:802:979:1401:1429:1508,597:598:608:661:672:673:800:803:806:820:856:925:944:945:946:1029:1045:1112:1156:1203:1216:1222:1259:1266:1293:1298:1347:1417:1604:1609,27,9,30
437,473,738,3208,도료,ko,adjective,/to̞ɾjo/,oo,varnish,37:311:312:423:440:563:584:585:754:1024:1461,258:324:419:428:879,657:1127:1136:1297:1301:1308:1349:1406:1498:1545:1597,11,5,11
438,474,739,3209,비싸다,ko,adjective,/pis͈a̠da̠/,yɶɶ,expensive,7:327:348:387:775:830:988:1063:1106:1364:1543:1555:1603:1605,78:80:81:407:436:802:979:1097:1180:1401:1429:1508,597:598:608:661:673:677:792:800:803:806:820:856:925:944:945:946:1029:1045:1112:1126:1156:1193:1203:1216:1222:1259:1266:1298:1417:1565:1572:1609,14,12,32
439,475,740,3214,sleek,en,adjective,/ˈsɫik/,yb,sleek,452:493:524:550:718:872:940:1157,361:909:1178,811:823:877:913:936:1139:1141:1195:1211:1291:1300:1309:1340:1367:1478:1499:1504,8,3,17
440,476,741,3215,ŝtofo,eo,verb,/ʃtofo/,oo,fabric,312:423:754:1024:1461,147:258:324:437:511,657:1127:1136:1274:1297:1301:1308:1349:1406:1545:1597,5,5,11
441,477,742,3216,weave,en,verb,/ˈwiv/,yb,weave,452:493:524:550:718:872:940:1157,361:909:1178,811:823:877:913:936:1139:1141:1195:1211:1291:1300:1309:1340:1367:1478:1499:1504,8,3,17
442,478,743,3218,流す,ja,verb,/nagasɯ/,ɶɶu,Flush,722:780:1027:1160:1225,152:738:851:1423,725:749:815:838:857:884:900:951:962:1017:1083:1122:1132:1147:1174:1230:1302:1303:1449:1522:1560:1587,5,4,22
443,479,744,3219,salah,id,adjective,/salah/,ɶɶ,wrong,334:377:504:543:547:556:571:590:821,96:259:488:692:866:1393:1473,667:695:706:715:937:1025:1129:1149:1361:1382:1460:1477:1490:1496:1501:1520:1549:1556:1580:1593:1600:1616:1624,9,7,23
444,480,746,3234,절약하다,ko,verb,/t͡ɕʌ̹ɾja̠kʰa̠da̠/,bɔɶɶɶ,Retrench,100:203:316:404:799:814:861:901:976:1067:1179:1304:1318:1389:1500,30:51:77:118:208:223:300:353:414:636:1008:1046:1591,697:721:727:730:745:769:822:825:840:845:862:881:889:898:919:1001:1007:1015:1039:1058:1061:1072:1073:1099:1158:1159:1242:1256:1281:1296:1412:1533:1536,15,13,33
445,481,748,3241,kawanan,id,verb,/kawanan/,ɶɶɶm,flock,267:724:798:970:1194:1462,12:971:990:1003:1306,728:847:852:932:986:1092:1221:1255:1317:1433:1480:1512:1598,6,5,13
446,482,749,3244,harian,id,verb,/harian/,ɶyɶm,daily,995:1188:1284:1307:1315:1448:1464:1479,731:1241:1313:1326,842:1044:1378:1392:1415:1427:1524,8,4,7
447,484,751,3248,diadakan,id,adjective,/diadakan/,yɶɶɶm,held,267:724:798:970:1194:1462,12:971:990:1003:1306,728:847:852:932:986:1092:1221:1255:1317:1433:1480:1512:1598,6,5,13
448,485,752,3251,아담,ko,verb,/a̠da̠m/,ɶɶm,Adam,29:56:128:184:204:229:268:285:420:466:517:984:1338:1455,42:168:178:271:457:481:507:764,611:618:646:647:674:679:707:744:759:774:810:853:858:902:975:1199:1232:1250:1277:1283:1324:1575:1592,14,8,23
449,486,756,3258,말단,ko,adjective,/ma̠ɭda̠n/,ɶɶm,end,29:56:128:184:204:229:268:285:420:466:517:984:1338:1455,42:168:178:271:457:481:507:764,611:618:646:647:674:679:707:744:759:774:810:853:858:902:975:1199:1232:1250:1277:1283:1324:1575:1592,14,8,23
450,487,759,3274,掃く,ja,verb,/hakɯ/,ɶu,Sweep,191:253:254:482:486:487:530:552:557:938:1128:1275:1360,174:195:256:264:484:489:575:912:1077:1330:1356,642:808:868:908:934:939:1020:1022:1028:1082:1138:1234:1312:1359:1362:1370:1434:1453:1497:1506:1516:1529:1550:1576:1588:1602:1615,13,11,27
451,488,760,3275,saringan,id,adjective,/sariŋan/,ɶyɶm,filter,995:1188:1284:1307:1315:1448:1464:1479,731:1241:1313:1326,842:1044:1378:1392:1415:1427:1524,8,4,7
