,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id,word_ja
329,방음,ko,verb,/pa̠ŋɯm/,ɶum,deafening,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,震耳欲聋,memekakkan telinga,聴覚障害者
330,nyaman,id,adjective,/ɲaman/,ɶɶm,comfortable,124:187:216:253:401:416:421:472:474:1086,533:539:540:565:580:589:594:596:646:664:694:738:741:768:775:798:962:988:1015:1042:1256,79:95:202:402:405:470:659,舒服的,nyaman,快適
331,폭발하다,ko,verb,/pʰo̞k̚p͈a̠ɾɦa̠da̠/,obɶɶɶ,to explode,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,爆炸,meledak,爆発する
332,반응,ko,verb,/pa̠nɯŋ/,ɶum,reaction,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,反应,reaksi,反応
333,痛み,ja,adjective,/itami/,yɶy,pain,106:177:286:321:362:369:875:898:969:1016:1132,542:662:721:780:788:812:871:897:911:982:1018:1026:1093:1124:1138:1163:1182:1186:1251,340:383:390:629:813:1012:1104:1105,疼痛,rasa sakit,痛み
334,tatapan,id,verb,/tatapan/,ɶɶɶm,stare,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,盯,tatapan,見詰める
335,나누기,ko,verb,/na̠nuɡi/,ɶuy,division,18:89:91:99:259:274:279:500:622:748:892:954:968:1022,537:550:608:701:703:705:712:873:876:882:912:917:928:956:1005:1006:1014:1249:1252:1276:1285,87:256:783:1167:1241,分配,divisi,分割
336,cahaya,id,verb,/tʃahaja/,ɶɶɶ,light,2:8:12:88:97:101:118:130:149:154:157:186:229:240:276:291:293:331:397:684:702:891:1069:1194:1253,564:571:609:633:690:716:727:731:742:755:779:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1213,26:44:69:114:142:204:235:322:374:556:835,光,cahaya,光
337,memakai,id,verb,/məmakai/,əɶɶy,Wear,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,穿,memakai,着る
338,koni,eo,adjective,/koni/,oy,to know,132:147:164:345:480:507:772:845:979:998,743:758:771:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:380:388:463:487:1178,要知道,untuk mengetahui,知るために
339,halangan,id,verb,/halaŋan/,ɶɶɶm,HALANGAN,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,哈兰南,halangan,ハランガン
340,meminyaki,id,adjective,/məmiɲaki/,əyɶy,Oil,106:321:369:875:898:969:1016:1132,536:593:623:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1138:1162:1182:1186:1215:1251,1:43:59:333:422:467:629:813:1012:1104:1105,油,meminyaki,油
341,wajah,id,verb,/wadʒah/,ɶɶ,face,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,脸,wajah,面
342,나사,ko,verb,/na̠sʰa̠/,ɶɶ,screw,133:341:358:448:486:503:505:715,546:566:584:607:618:749:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1275,136:180:244:281:396:459:469:481:498:1122:1176,拧紧,sekrup,スクリュー
343,미사,ko,verb,/misʰa̠/,yɶ,mass,391:453:984,611:754:1050:1157:1196:1220:1277,314:502:508:978:1135:1216,大量的,massa,質量
344,salinan,id,verb,/salinan/,ɶyɶm,copy,825:976:1048:1171,729:878:965:985:989:1081:1115:1139,636:1020:1067:1075,复制,salinan,コピー
345,솔기,ko,verb,/sʰo̞ɭɡi/,oy,seam,311:479:496:759:772:845:979:998:1192:1207,617:743:758:771:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:338:1178,接缝,lapisan,継ぎ目
346,가는,ko,adjective,/ka̠nɯn/,ɶum,going,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,去,pergi,going
347,lipat,id,adjective,/lipat/,yɶb,folding,167:477:513,654:669:689:774:925:992:1119:1164,34:652:1114:1223,折叠式的,lipat,折る
348,나쁜,ko,verb,/na̠p͈ɯn/,ɶum,Bad,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,坏的,Buruk,悪い
349,어울리다,ko,adjective,/ʌ̹uɭʎida̠/,ɔuyɶ,comport,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,讨论,sesuai,comp comp
350,dibayar,id,verb,/dibajar/,yɶɶ,paid,49:84:90:92:174:210:262:294:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:587:592:685:714:794:795:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:205:366:392:394:687:814:966:1131:1150,有薪酬的,dibayar,払わない
351,tawaran,id,verb,/tawaran/,ɶɶɶm,Bid,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,出价,tawaran,入札
352,성공하다,ko,verb,/sʰʌ̹ŋɡo̞ŋɦa̠da̠/,ɔmoɶɶ,Succeed,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,成功,Berhasil,成功する
353,치료하다,ko,verb,/t͡ɕʰiɾjoɦa̠da̠/,byoɶɶ,Treat,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,对待,Memperlakukan,扱い
354,표시하다,ko,verb,/pʰjoɕʰiɦa̠da̠/,oyɶɶ,Denote,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,表示,Menunjukkan,わかると
355,貸し切り,ja,verb,/kaɕikiɾi/,ɶyyy,Lending,51:61:224:238:260:360:1089,610:668:678:686:851:853:877:900:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1142:1152:1161:1224,1088:1148:1269,贷款,Pinjaman,貸し切り
356,柔らかい,ja,adjective,/jaɰᵝaɾakai/,ɶɶɶɶy,soft,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,柔软的,lembut,柔らかい
357,자극하다,ko,adjective,/t͡ɕa̠ɡɯkʰa̠da̠/,bɶuɶɶ,stimulate,671:711:896:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:365:384:493:975:1271,刺激,merangsang,刺激する
358,rasa,id,verb,/rasa/,ɶɶ,A taste,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,一种味道,rasa,味
359,開く,ja,verb,/akɯ/,ɶu,open,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,打开,Buka,開く
360,finigi,eo,verb,/finigi/,yyy,to finish,61:355:1089,599:668:678:686:851:853:877:900:920:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1152:1161:1224,71:1088:1148:1269,完成,menyelesaikan,終わる
361,mulai,id,verb,/mulai/,uɶy,Start,290:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1044:1059:1066:1071:1198:1278,104:144:263:379:455:682:960:970,开始,mulai,開始
362,menilai,id,verb,/mənilai/,əyɶy,rate,106:321:369:875:898:969:1016:1132,536:593:623:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1138:1162:1182:1186:1215:1251,1:43:59:333:422:467:629:813:1012:1104:1105,速度,menilai,割合
363,曲がる,ja,verb,/magaɾɯ/,ɶɶu,Bend,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,弯曲,Tikungan,曲がる
364,굽히다,ko,verb,/kupʰida̠/,uyɶ,bend,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,弯曲,tikungan,曲がる
365,berbudaya,id,adjective,/bərbudaja/,əuɶɶ,cultured,0:11:55:82:198:246:275:671:711:896:1047:1184,535:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1255,24:357:384:975:1271,培养,berbudaya,養殖
366,porĉiama,eo,adjective,/port͡ʃiama/,oyɶɶ,perpetual,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:685:714:794:795:867:879:924:949:993:1000:1035:1057:1061:1091:1130:1143:1267,63:73:205:394:687:814:1131:1150,永动的,abadi,永続的な
367,abadi,id,adjective,/abadi/,ɶɶy,Abadi,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,阿巴迪,abadi,アバディ
368,perjalanan,id,verb,/pərdʒalanan/,əɶɶɶm,travel,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,旅行,perjalanan,トラベル
369,vojaĝi,eo,verb,/voiad͡ʒi/,oyɶy,travel,106:177:286:362:898:969:1132,536:542:593:623:662:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215,1:43:59:333:340:383:390:422:467:629:813:1012:1104,旅行,perjalanan,トラベル
370,암시하다,ko,verb,/a̠mɕʰiɦa̠da̠/,ɶmyɶɶ,Suggest,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,建议,Menyarankan,suggest
371,気になる,ja,verb,/kininaɾɯ/,yyɶu,concern,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,关心,perhatian,気になる
372,바른,ko,verb,/pa̠ɾɯn/,ɶum,right,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,正确的,Baik,正しい
373,dimulai,id,verb,/dimulai/,yuɶy,start,290:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1044:1059:1066:1071:1198:1278,104:144:263:379:455:682:960:970,开始,dimulai,開始
374,banala,eo,adjective,/banala/,ɶɶɶ,trivial,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:760:779:830:834:837:840:874:885:887:916:950:1030:1137:1210,69:114:120:142:191:322:556:835,不重要的,sepele,些些たる
375,komika,eo,adjective,/komika/,oyɶ,comedian,117:211:277:957:1037:1112:1113,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264,32:46:663:784:1141,喜剧演员,pelawak,コメディアン
376,badut,id,verb,/badut/,ɶub,clown,382:717:1045:1170,661:785:797:810:862:1039:1279,713:872:943,小丑,badut,ピエロ
377,goo,eo,adjective,/goo/,oo,goo,289:381:651:1169,575:1040:1063:1092:1134:1261,140:243:298:393:451,粘性物,goo,go go
378,dalam,id,verb,/dalam/,ɶɶm,in,124:187:216:253:401:416:421:472:474:1086,533:539:540:565:580:589:594:596:646:664:694:738:741:768:775:798:962:988:1015:1042:1256,79:95:202:402:405:470:659,在,dalam,に
379,深い,ja,adjective,/ɸɯkai/,uɶy,deep,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,深的,dalam,深い
380,모의,ko,adjective,/mo̞ɰi/,oy,imitation,311:479:496:759:772:845:979:998:1192:1207,617:743:758:771:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:338:1178,模仿,imitasi,模倣
381,homo,id,verb,/homo/,oo,homo,33:288:395:494:511:512:651:1169,575:1040:1063:1134:1261,140:377:386:393:451:753,同性恋者,homo,ホモ
382,팔뚝,ko,verb,/pʰa̠ɭt͈uk̚/,ɶub,Forearm,201:376:414:717:1045:1170,614:785:797:810:862:1039:1279,42:103:153:158:175:190:245:325:713:872:943,前臂,Lengan bawah,前腕部
383,duniawi,id,adjective,/duniawi/,uyɶy,worldly,106:321:369:875:898:969:1016:1132,536:593:623:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1138:1162:1182:1186:1215:1251,1:43:59:333:422:467:629:813:1012:1104:1105,世俗,duniawi,俗
384,sekulara,eo,adjective,/sekulara/,øuɶɶ,secular,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1055:1073:1094:1125:1187:1206:1255,98:357:365:493:1271,世俗,sekuler,世俗的に
385,기사,ko,adjective,/kisʰa̠/,yɶ,Article,391:453:984,611:754:1050:1157:1196:1220:1277,314:502:508:978:1135:1216,文章,Artikel,論文
386,ŝtormo,eo,adjective,/ʃtormo/,oo,Storm,289:381:651:1169,575:1040:1063:1092:1134:1261,140:243:298:393:451,风暴,Badai,嵐
387,나귀,ko,adjective,/na̠ɡɥi/,ɶy,ass,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,屁股,pantat,お尻
388,노비,ko,adjective,/no̞bi/,oy,Novi,311:479:496:759:772:845:979:998:1192:1207,617:743:758:771:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:338:1178,诺维,Novi.,nov
389,uzi,eo,verb,/uzi/,uy,to use,162:418:432:937:1098,532:934:1049:1085:1107:1127:1183:1219:1232,146:308:438:483:491:1053:1106,使用,menggunakan,使うために
390,menghiasi,id,adjective,/məŋhiasi/,əyɶy,decorate,106:321:369:875:898:969:1016:1132,536:593:623:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1138:1162:1182:1186:1215:1251,1:43:59:333:422:467:629:813:1012:1104:1105,装饰,menghiasi,飾る
391,抵达,zh-cn,verb,/ti˨˩˦ ta˧˥/,yɶ,arrival,343:453:464:984,611:754:1050:1196:1220:1277,141:314:385:502:508:978:1135:1216,抵达,kedatangan,到着
392,lojala,eo,adjective,/loiala/,oyɶɶ,loyal,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:685:714:794:795:867:879:924:949:993:1000:1035:1057:1061:1091:1130:1143:1267,63:73:205:394:687:814:1131:1150,忠诚,setia,忠節
393,도료,ko,adjective,/to̞ɾjo/,oo,varnish,33:288:289:381:395:494:511:512:651:1169,575:1063:1092:1134:1261,243:298:377:386:753,漆,pernis,ワニス
394,비싸다,ko,adjective,/pis͈a̠da̠/,yɶɶ,expensive,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,昂贵的,mahal,高価な
395,ŝtofo,eo,verb,/ʃtofo/,oo,fabric,289:381:651:1169,575:1040:1063:1092:1134:1261,140:243:298:393:451,织物,kain,ファブリック
396,salah,id,adjective,/salah/,ɶɶ,wrong,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,错误的,salah,違う
397,절약하다,ko,verb,/t͡ɕʌ̹ɾja̠kʰa̠da̠/,bɔɶɶɶ,Retrench,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,裁判,Menghemat,ret ret
398,kawanan,id,verb,/kawanan/,ɶɶɶm,flock,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,群,kawanan,群れ
399,harian,id,verb,/harian/,ɶyɶm,daily,825:976:1048:1171,729:878:965:985:989:1081:1115:1139,636:1020:1067:1075,日常的,harian,毎日
400,diadakan,id,adjective,/diadakan/,yɶɶɶm,held,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,握住,diadakan,保持された
401,아담,ko,verb,/a̠da̠m/,ɶɶm,Adam,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,亚当,Adam.,アダム
402,말단,ko,adjective,/ma̠ɭda̠n/,ɶɶm,end,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,结尾,akhir,終わり
403,掃く,ja,verb,/hakɯ/,ɶu,Sweep,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,扫,Menyapu,掃く
404,saringan,id,adjective,/sariŋan/,ɶyɶm,filter,825:976:1048:1171,729:878:965:985:989:1081:1115:1139,636:1020:1067:1075,筛选,saringan,フィルタ
405,산란,ko,adjective,/sʰa̠ɭɭa̠n/,ɶɶm,spawning,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,产卵,hal ikan bertelur,産卵
406,tuko,eo,verb,/tuko/,uo,towel,442:1133:1202:1230,525:577:933:1068:1117:1118:1240:1246,307:462:473:1155,毛巾,handuk,タオル
407,mortiga,eo,adjective,/mortiga/,oyɶ,lethal,117:211:277:957:1037:1112:1113,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264,32:46:663:784:1141,致命,letal,致死
408,mengalahkan,id,verb,/məŋalahkan/,əɶɶɶm,beat,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,打,mengalahkan,ビート
409,terkulai,id,verb,/tərkulai/,əuɶy,Droop,290:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1044:1059:1066:1071:1198:1278,104:144:263:379:455:682:960:970,下垂,terkulai,dr
410,그리다,ko,verb,/kɯɾida̠/,uyɶ,draw,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,画,seri,ドロー
411,嗅ぐ,ja,verb,/kagɯ/,ɶu,smell,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,闻,bau,嗅ぐ
412,토하다,ko,verb,/tʰo̞ɦa̠da̠/,oɶɶ,vomit,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,呕吐,muntahan,嘔吐する
413,humida,eo,adjective,/humida/,uyɶ,Humid,20:67:119:200:300:324:364:410:495:700:1121:1123:1140,602:620:642:722:744:822:827:829:881:907:955:1002:1034:1077:1111:1175:1231,151:349:516:953:1284,湿,Lembab,湿気
414,mabuk,id,verb,/mabuʔ/,ɶub,drunk,382:717:1045:1170,661:785:797:810:862:1039:1279,713:872:943,醉,mabuk,酔った
415,抱く,ja,verb,/idakɯ/,yɶu,Hug,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,拥抱,Memeluk,抱く
416,大胆,zh-cn,verb,/ta˥˩ tan˨˩˦/,ɶɶm,Bold,25:48:124:128:172:216:264:378:401:421:456:472:474:1166,539:540:565:580:589:596:619:664:694:738:741:768:775:798:962:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,大胆,Mencolok,大胆な
417,rami,id,verb,/rami/,ɶy,hemp,139:143:282:283:284:309:313:419:436:484:510:708:902:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:517:903:999,麻,rami,麻
418,goofy,en,verb,/ˈɡufi/,uy,goofy,162:310:389:432:770:937:1098:1244,532:934:1049:1085:1107:1127:1219:1232,146:438:483:491:1053:1106,笨蛋,bodoh,間抜けな
419,razi,eo,verb,/razi/,ɶy,shave,139:282:283:309:313:417:461:484:510:708:902:941:1058:1235,518:538:567:569:574:581:582:597:625:751:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:488:517:903:999:1101,刮胡子,mencukur,ひっくりする
420,siap,id,adjective,/siap/,yɶb,Ready,167:477:513,654:669:689:774:925:992:1119:1164,34:652:1114:1223,准备好,siap,準備ができて
421,반란,ko,verb,/pa̠ɭɭa̠n/,ɶɶm,Rebellion,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,叛乱,Pemberontakan,反乱
422,痛い,ja,adjective,/itai/,yɶy,painful,106:177:286:321:362:369:875:898:969:1016:1132,542:662:721:780:788:812:871:897:911:982:1018:1026:1093:1124:1138:1163:1182:1186:1251,340:383:390:629:813:1012:1104:1105,痛苦,menyakitkan,痛い
423,발휘하다,ko,verb,/pa̠ɾɦɥiɦa̠da̠/,ɶyɶɶ,Exert,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,发挥,Menggunakan,ex
424,希薄,ja,adjective,/kihakɯ/,yɶu,dilute,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,稀,mencairkan,希薄
425,張り合う,ja,verb,/haɾiaɯ/,ɶyɶu,compete,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,竞争,bersaing,張り合う
426,乾いた,ja,verb,/kaɰᵝaita/,ɶɶyɶ,Dry,80:126:223:858:1072:1074:1179:1181:1227,543:554:626:644:653:680:693:804:807:831:833:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,干燥,Kering,乾いた
427,nyanyian,id,adjective,/ɲaɲian/,ɶyɶm,song,825:976:1048:1171,729:878:965:985:989:1081:1115:1139,636:1020:1067:1075,歌曲,nyanyian,歌
428,洗う,ja,verb,/aɾaɯ/,ɶɶu,wash,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,洗,mencuci,洗う
429,아슬,ko,verb,/a̠sʰɯɭ/,ɶu,Crab,93:134:178:230:305:359:403:411:490:492:790:932,541:559:576:706:745:791:842:866:1096:1100:1109:1153:1193:1209:1222:1245:1265,165:181:249:280:431:435:504:773:1078:1097,螃蟹,Kepiting,カニ
430,cacingan,id,verb,/tʃatʃiŋan/,ɶyɶm,Worms,825:976:1048:1171,729:878:965:985:989:1081:1115:1139,636:1020:1067:1075,蠕虫,cacingan,wor wor
431,kamu,id,adjective,/kamu/,ɶu,you,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,你,kamu,君は
432,수필,ko,verb,/sʰupʰiɭ/,uy,essay,310:389:418:770:937:1098:1244,532:934:1049:1085:1107:1127:1183:1219,146:308:438:1053:1106,散文,karangan,エッセイ
433,하류,ko,verb,/ha̠ɾju/,ɶu,downstream,93:134:178:230:305:359:403:411:490:492:790:932,541:559:576:706:745:791:842:866:1096:1100:1109:1153:1193:1209:1222:1245:1265,165:181:249:280:431:435:504:773:1078:1097,下游,hilir,下流
434,다수,ko,verb,/ta̠sʰu/,ɶu,many,93:134:178:230:305:359:403:411:490:492:790:932,541:559:576:706:745:791:842:866:1096:1100:1109:1153:1193:1209:1222:1245:1265,165:181:249:280:431:435:504:773:1078:1097,许多,banyak,たくさんの
435,kau,id,adjective,/kau/,ɶu,you,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,你,kau,君は
436,fali,eo,verb,/fali/,ɶy,fall,139:282:283:309:313:417:461:484:510:708:902:941:1058:1235,518:538:567:569:574:581:582:597:625:751:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:488:517:903:999:1101,落下,jatuh,秋
437,치르다,ko,verb,/t͡ɕʰiɾɯda̠/,byuɶ,pay,218:868:1023,549:657:699:884:946:963:971:1103:1144:1160:1185:1272,152:189:796:1250,支付,membayar,支払う
438,putih,id,adjective,/putih/,uy,white,162:310:389:418:432:770:937:1098:1244,532:934:1049:1085:1183:1219:1232,308:483:491:1053:1106,白色的,putih,白い
439,香ばしい,ja,adjective,/koɯbaɕii/,ouɶyy,sweet,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,640:667:763:808:811:816:849:850:855:859:927:931:991:1156,739:852:1021:1070:1242,甜的,manis,香ばしい
440,為になる,ja,verb,/tameninaɾɯ/,ɶøyɶu,Make,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,制作,Membuat,為になる
441,melayani,id,verb,/məlajani/,əɶɶy,serve,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,服务,melayani,サーブ
442,부모,ko,verb,/pumo̞/,uo,parents,406:1133:1202,544:577:933:1068:1117:1118:1240:1246,449:473:515:1155,父母,orangtua,親
443,話し,ja,verb,/hanaɕi/,ɶɶy,story,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,故事,cerita,話し
444,tarikan,id,verb,/tarikan/,ɶyɶm,Turn,825:976:1048:1171,729:878:965:985:989:1081:1115:1139,636:1020:1067:1075,转动,tarikan,順番
445,달다,ko,verb,/ta̠ɭda̠/,ɶɶ,Sweet,133:341:358:448:486:503:505:715,546:566:584:607:618:749:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1275,136:180:244:281:396:459:469:481:498:1122:1176,甜的,Manis,甘い
446,疑う,ja,verb,/ɯtagaɯ/,uɶɶu,doubt,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,怀疑,keraguan,疑う
447,karang,id,adjective,/karaŋ/,ɶɶm,coral,124:187:216:253:401:416:421:472:474:1086,533:539:540:565:580:589:594:596:646:664:694:738:741:768:775:798:962:988:1015:1042:1256,79:95:202:402:405:470:659,珊瑚,karang,コーラル
