,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch
315,감히,ko,verb,/ka̠mʝi/,ɶy,dare,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,190:392:426:498:515:558:594:1116:1253:1400,敢
316,焼き,ja,verb,/jaki/,ɶy,Grilled,159:164:315:318:345:350:475:477:496:528:554:585:834:1113:1115:1173:1175:1332:1529:1595,616:651:656:665:670:682:713:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1507:1531:1561:1567:1594:1596:1626:1631,108:262:348:392:426:438:498:558:1116:1253:1400,烤
317,cleve,en,verb,/ˈkɫiv/,yb,cleve,461:500:527:553:718:888:954:1188,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,372:924:1210,克斯
318,bani,eo,verb,/bani/,ɶy,to bathe,159:315:316:345:350:475:528:554:585:834:1113:1173:1332:1595,596:616:649:651:656:664:665:670:682:713:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1507:1531:1561:1567:1594:1596:1626:1628:1631,108:190:262:348:392:426:438:498:515:558:594:1116:1253:1400,洗澡
319,bangun,id,verb,/baŋun/,ɶum,Wake up,32:357:370:374:395:421:974:1124:1453:1611,602:733:786:906:938:1020:1055:1246:1266:1569,18:66:193:204:245:255:256:299:393:1111,醒来
320,menasihati,id,verb,/mənasihati/,əɶyɶy,advising,121:360:418:1074:1106:1218:1274:1447,614:669:678:711:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1299:1325:1328:1388:1416:1458:1487:1519:1525:1564:1572:1609:1615,3:50:67:375:481:534:719:752:989:1270:1403:1404,
321,rapida,eo,adjective,/rapida/,ɶyɶ,fast,88:141:253:485:716:862:1051:1300:1358:1514:1518:1570:1587,633:650:742:756:795:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1284:1349:1472:1517:1616:1660,0:73:131:869:973:978:1128:1254:1497,快速地
322,forto,eo,verb,/forto/,oo,Force,323:432:754:1059:1502,657:1160:1169:1310:1335:1339:1346:1387:1450:1577:1629,161:273:333:446:516,力量
323,kotor,id,verb,/kotor/,oo,dirty,37:322:449:566:586:587:754:1059:1502,657:1169:1310:1335:1339:1346:1450:1535:1629,161:428:437:446:516:895,
324,kiwis,en,verb,/ˈkiwiz/,yyb,kiwis,1004:1086:1201:1391,758:766:972:1121:1159,41:213:289:1044:1129:1132,奇异果
325,주사위,ko,verb,/t͡ɕusʰa̠ɥi/,buɶy,dice,52:104:125:365:410:422:466:848:1081:1127:1337:1412:1420,601:668:680:770:818:830:854:899:957:1053:1170:1241:1312:1315:1348:1357:1446:1523:1546:1638,102:119:124:165:294:430:521:797:1200:1219,
326,曲がった,ja,verb,/magatːa/,ɶɶɶ,bent,5:11:15:97:109:115:117:133:146:171:176:179:259:270:308:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:721:727:730:745:769:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1189:1190:1280:1317:1334:1456:1565:1568,30:51:129:135:163:219:233:265:423:1018:1079:1623,弯曲
327,navigi,eo,verb,/navigi/,ɶyy,navigate,140:242:359:785:796:911:1380:1429,604:734:735:740:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1480,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,导航
328,검사하다,ko,verb,/kʌ̹msʰa̠ɦa̠da̠/,ɔmɶɶɶ,Check,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,查看
329,유지하다,ko,verb,/jud͡ʑiɦa̠da̠/,ubyɶɶ,maintain,7:336:356:397:775:826:850:999:1093:1401:1575:1588:1635:1637,597:598:608:661:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1336:1444:1465:1597:1604:1641,78:80:81:415:445:802:991:1134:1212:1445:1473:1545,维持
330,pedagogia,eo,adjective,/pedagogia/,øɶoyɶ,Pedagogical,132:241:309:1197:1306:1414:1415,671:693:784:805:863:919:1000:1039:1050:1067:1213:1245:1269:1372:1443:1474:1633,36:54:753:772:943:990:1153:1463,教学
331,加わる,ja,verb,/kɯɰᵝaɰᵝaɾɯ/,uɶɶu,Join,722:780:1062:1191:1209:1268,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,166:738:870:1470,加入
332,汚い,ja,adjective,/kitanai/,yɶɶy,dirty,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,68:128:148:157:339:416:788:1157,肮脏的
333,kotor,id,adjective,/kotor/,oo,dirty,37:322:449:566:586:587:754:1059:1502,657:1169:1310:1335:1339:1346:1450:1535:1629,161:428:437:446:516:895,肮脏的
334,miniatur,id,adjective,/miniatur/,yyɶu,miniature,10:35:72:82:158:220:288:420:473:484:502:523:532:1102:1250,600:605:606:612:637:704:726:751:791:794:804:808:855:891:936:979:992:998:1034:1037:1054:1056:1069:1073:1122:1203:1343:1364:1373:1483:1530:1574:1585:1653,70:212:483:539:1304:1454,微型
335,일으키다,ko,verb,/iɾɯkçida̠/,yuyɶ,Raise,369:822:920:1430:1433:1461,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,123:173:303:471:592:907:1193:1657,增加
336,dijaga,id,verb,/didʒaga/,yɶɶ,Guarded,57:92:99:101:198:240:293:329:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:672:677:792:800:803:841:874:940:958:959:960:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:234:415:445:447:802:991:1134:1212:1445:1473:1545,守卫
337,支払う,ja,verb,/ɕihaɾaɯ/,yɶɶu,pay,722:780:1062:1191:1209:1268,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,166:738:870:1470,支付
338,可愛い,ja,adjective,/kaɰᵝaii/,ɶɶyy,cute,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,735:740:748:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1151:1158:1242:1451:1480,873:1043:1281:1356:1603,可爱的
339,disepakati,id,adjective,/disəpakati/,yəɶɶy,agreed uponi.,505:569:761:880:937:1007:1024:1026:1066:1216,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,17:34:148:153:244:250:332:353:358:403:544:788:1157,
340,横たわる,ja,verb,/jokotaɰᵝaɾɯ/,ooɶɶu,Lie,722:780:1062:1191:1209:1268,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,166:738:870:1470,说谎
341,編む,ja,verb,/amɯ/,ɶu,Knock,202:260:261:488:492:493:533:555:560:952:1161:1311:1397,642:829:884:923:948:953:1030:1032:1063:1117:1171:1275:1350:1396:1399:1410:1476:1494:1534:1543:1550:1562:1582:1608:1620:1634:1647,188:206:263:279:490:495:577:927:1112:1367:1393,敲
342,나팔,ko,verb,/na̠pʰa̠ɭ/,ɶɶ,trumpet,150:386:406:513:556:576:579:842,625:648:667:695:706:889:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1648,154:205:274:314:452:525:536:549:570:882:1432:1511,喇叭
343,수로,ko,adjective,/sʰuɾo̞/,uo,channel,463:1449:1498:1553,622:659:1163:1352:1422:1425:1601:1610,514:541:591:1478,渠道
344,mooty,en,adjective,/ˈmuti/,uy,mooty,184:346:440:491:584:922:1167:1394:1606,610:641:902:1164:1320:1375:1406:1438:1576:1592,168:499:551:563:1324:1405,莫雄
345,파이,ko,verb,/pʰa̠i/,ɶy,pie,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,190:392:426:498:515:558:594:1116:1253:1400,馅饼
346,puŝi,eo,verb,/puʃi/,uy,push,184:476:491:584:1167:1394,610:641:902:1164:1320:1375:1406:1438:1520:1576:1592,168:344:499:551:563:1324:1378:1405,推
347,vomi,eo,verb,/vomi/,oy,vomit,149:169:187:391:548:581:926:1033:1229:1252,881:903:925:1168:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,170:186:264:431:439:530:557:1513,呕吐
348,사기,ko,adjective,/sʰa̠ɡi/,ɶy,scam,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,190:392:426:498:515:558:594:1116:1253:1400,骗局
349,sease,en,verb,/ˈsiz/,yb,sease,461:500:527:553:718:888:954:1188,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,372:924:1210,
350,파리,ko,verb,/pʰa̠ɾi/,ɶy,Paris,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,190:392:426:498:515:558:594:1116:1253:1400,
351,gila,id,adjective,/gila/,yɶ,crazy,388:444:531:1235,699:896:1176:1481:1542:1559:1578:1650,162:436:575:1228:1452:1573,
352,reedy,en,verb,/ˈɹidi/,yy,reedy,354:408:425:595:840:901,691:833:890:949:1177:1276:1307:1448:1495:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,113:203:1423,
353,甘い,ja,adjective,/amai/,ɶɶy,sweet,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,68:128:148:157:339:416:788:1157,
354,피리,ko,verb,/pʰiɾi/,yy,Pipe,352:578:840,688:691:890:949:1276:1307:1409:1495:1521:1528:1539:1540:1548:1563:1571:1643:1645,107:156:167:384:552:573:1423,
355,並ぶ,ja,verb,/naɾabɯ/,ɶɶu,line up,722:780:1062:1191:1209:1268,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,166:738:870:1470,排队
356,biara,id,verb,/biara/,yɶɶ,monastery,57:92:99:101:198:240:293:329:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:672:677:792:800:803:841:874:940:958:959:960:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:234:415:445:447:802:991:1134:1212:1445:1473:1545,
357,얇은,ko,verb,/ja̠ɭbɯn/,ɶum,thin,319:747:974:1124,623:630:733:786:906:938:1020:1055:1246:1266:1411:1569:1600,172:520:543,
358,細長い,ja,adjective,/hosonagai/,ooɶɶy,Elongate,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,68:128:148:157:339:416:788:1157,拉长
359,mewakili,id,verb,/məwakili/,əɶyy,represent,19:25:58:181:208:222:327:785:796:911:1139:1380:1408:1442,604:734:735:740:748:777:910:921:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1281:1356:1603,
360,ripari,eo,verb,/ripari/,yɶy,repair,121:201:320:411:1106:1218:1447,614:620:669:678:711:768:787:851:935:947:987:1068:1104:1125:1233:1247:1277:1288:1298:1299:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403,修理
361,華やか,ja,adjective,/hanajaka/,ɶɶɶɶ,Glamorous,5:11:15:97:109:115:117:133:146:171:176:179:259:270:308:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:721:727:730:745:769:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1189:1190:1280:1317:1334:1456:1565:1568,30:51:129:135:163:219:233:265:423:1018:1079:1623,
362,暖まる,ja,verb,/atatamaɾɯ/,ɶɶɶɶu,Warm,722:780:1062:1191:1209:1268,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,166:738:870:1470,
363,죽이다,ko,verb,/t͡ɕuɡida̠/,buyɶ,To kill,369:822:920:1430:1433:1461,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,123:173:303:471:592:907:1193:1657,
364,rakus,id,adjective,/rakus/,ɶub,greedy,433:847:913:1316:1504,767:944:962:967:985:1057:1309:1395:1489:1652,839:1070:1179,
365,melukai,id,verb,/məlukai/,əuɶy,hurt,325:848:1081:1127:1337:1412:1420,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,119:165:294:430:521:797:1200:1219,
366,難しい,ja,adjective,/mɯzɯkaɕii/,uuɶyy,difficult,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,735:740:748:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1151:1158:1242:1451:1480,873:1043:1281:1356:1603,
367,슬픈,ko,adjective,/sʰɯɭpʰɯn/,uum,Sad,510:877:1362,662:771:918:970:994:1080:1185:1248:1354,4:147:720,伤心
368,푸른,ko,adjective,/pʰuɾɯn/,uum,blue,510:877:1362,662:771:918:970:994:1080:1185:1248:1354,4:147:720,蓝色的
369,enuiga,eo,verb,/enuiga/,øuyɶ,boring,24:75:134:229:335:363:413:467:567:822:920:1430:1433:1461,689:708:739:853:883:975:1002:1008:1010:1082:1120:1140:1195:1258:1301:1366:1413:1437:1510:1591,151:173:396:592:907:1193:1657,
370,방음,ko,verb,/pa̠ŋɯm/,ɶum,deafening,319:747:974:1124,623:630:733:786:906:938:1020:1055:1246:1266:1411:1569:1600,172:520:543,震耳欲聋
371,nyaman,id,adjective,/ɲaman/,ɶɶm,comfortable,139:215:246:283:457:474:479:540:542:811:1377,611:617:618:647:663:674:679:681:744:759:774:813:831:872:876:917:930:968:1204:1239:1273:1313:1361:1607:1624,87:105:231:458:462:537:764,舒服的
372,dril,id,adjective,/dril/,yb,drill,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:718:888:954:1188,832:844:950:1172:1174:1232:1251:1326:1338:1347:1379:1541,390:404:443:448:519:593:924,
373,폭발하다,ko,verb,/pʰo̞k̚p͈a̠ɾɦa̠da̠/,obɶɶɶ,to explode,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,
374,반응,ko,verb,/pa̠nɯŋ/,ɶum,reaction,319:747:974:1124,623:630:733:786:906:938:1020:1055:1246:1266:1411:1569:1600,172:520:543,
375,痛み,ja,adjective,/itami/,yɶy,pain,121:201:320:360:411:418:1074:1106:1218:1274:1447,620:768:787:851:935:947:987:1068:1104:1125:1148:1233:1277:1288:1298:1299:1328:1388:1416:1434:1458:1488:1519:1525:1564:1615:1659,385:434:441:719:752:989:1270:1403:1404,
376,tatapan,id,verb,/tatapan/,ɶɶɶm,stare,282:724:798:983:1231:1503,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,12:984:1001:1013:1344,
377,나누기,ko,verb,/na̠nuɡi/,ɶuy,division,22:98:100:111:290:306:311:572:710:887:1098:1194:1217:1282,615:629:635:696:737:823:825:827:838:1071:1075:1083:1126:1137:1152:1196:1224:1262:1263:1272:1297:1552:1613:1617:1649:1658,95:286:942:1381:1499:1602,分配
378,cahaya,id,verb,/tʃahaja/,ɶɶɶ,light,5:11:15:97:109:115:133:146:171:176:179:214:259:270:308:326:328:373:453:799:824:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:769:807:843:846:859:864:878:897:934:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1292:1317:1334:1456:1568,30:51:77:129:163:233:265:361:423:636:1018:1079:1623,
379,흐름,ko,verb,/xɯɾɯm/,uum,flow,510:877:1362,662:771:918:970:994:1080:1185:1248:1354,4:147:720,
380,memakai,id,verb,/məmakai/,əɶɶy,Wear,505:569:761:880:937:1007:1024:1026:1066:1216,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,17:34:148:153:244:250:332:353:358:403:544:788:1157,穿
381,koni,eo,adjective,/koni/,oy,to know,149:169:187:391:548:581:926:1033:1229:1252,881:903:925:1168:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,170:186:264:431:439:530:557:1513,
382,halangan,id,verb,/halaŋan/,ɶɶɶm,HALANGAN,282:724:798:983:1231:1503,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,12:984:1001:1013:1344,
383,peels,en,verb,/ˈpiɫz/,yb,peels,461:500:527:553:718:888:954:1188,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,372:924:1210,
384,leavy,en,adjective,/ˈɫivi/,yy,leavy,354:408:425:595:840:901,691:833:890:949:1177:1276:1307:1448:1495:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,113:203:1423,
385,meminyaki,id,adjective,/məmiɲaki/,əyɶy,Oil,121:360:418:1074:1106:1218:1274:1447,614:669:678:711:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1299:1325:1328:1388:1416:1458:1487:1519:1525:1564:1572:1609:1615,3:50:67:375:481:534:719:752:989:1270:1403:1404,
386,wajah,id,verb,/wadʒah/,ɶɶ,face,342:387:508:546:550:559:574:590:842,667:695:706:715:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1632:1648:1656,114:274:494:692:882:1432:1511,
387,나사,ko,verb,/na̠sʰa̠/,ɶɶ,screw,150:386:406:513:556:576:579:842,625:648:667:695:706:889:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1648,154:205:274:314:452:525:536:549:570:882:1432:1511,
388,미사,ko,verb,/misʰa̠/,yɶ,mass,444:518:1235,699:896:1176:1321:1481:1542:1559:1578:1650,351:575:582:1228:1452:1573,
389,salinan,id,verb,/salinan/,ɶyɶm,copy,1006:1226:1319:1345:1353:1440:1491:1505,861:1077:1208:1236:1240:1370:1419:1431:1459,731:1279:1351:1363,复制
390,brief,en,adjective,/ˈbɹif/,yb,brief,461:500:527:553:718:888:954:1188,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,372:924:1210,简短的
391,솔기,ko,verb,/sʰo̞ɭɡi/,oy,seam,347:547:568:904:926:1033:1229:1252:1532:1560,705:881:903:925:1114:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,170:381:1513,
392,wazir,id,adjective,/wazir/,ɶy,vizier,159:164:315:316:318:345:350:477:496:554:585:834:1113:1115:1173:1175:1332:1529:1595,596:616:649:651:656:664:665:682:713:898:1031:1119:1166:1308:1322:1374:1376:1507:1531:1561:1567:1594:1596:1626:1628,108:190:262:348:438:515:594:1116:1253,
393,가는,ko,adjective,/ka̠nɯn/,ɶum,going,319:747:974:1124,623:630:733:786:906:938:1020:1055:1246:1266:1411:1569:1600,172:520:543,
394,lipat,id,adjective,/lipat/,yɶb,folding,191:545:589:845,757:779:806:929:1047:1147:1202:1243:1427:1486:1492,38:755:1417:1583,折叠式的
395,나쁜,ko,verb,/na̠p͈ɯn/,ɶum,Bad,319:747:974:1124,623:630:733:786:906:938:1020:1055:1246:1266:1411:1569:1600,172:520:543,
396,어울리다,ko,adjective,/ʌ̹uɭʎida̠/,ɔuyɶ,comport,369:822:920:1430:1433:1461,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,123:173:303:471:592:907:1193:1657,讨论
397,dibayar,id,verb,/dibajar/,yɶɶ,paid,57:92:99:101:198:240:293:329:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:672:677:792:800:803:841:874:940:958:959:960:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:234:415:445:447:802:991:1134:1212:1445:1473:1545,
398,tawaran,id,verb,/tawaran/,ɶɶɶm,Bid,282:724:798:983:1231:1503,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,12:984:1001:1013:1344,
399,성공하다,ko,verb,/sʰʌ̹ŋɡo̞ŋɦa̠da̠/,ɔmoɶɶ,Succeed,867:996:1265:1468,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,200:258:741:941:945:969:1293:1368:1640,
400,치료하다,ko,verb,/t͡ɕʰiɾjoɦa̠da̠/,byoɶɶ,Treat,867:996:1265:1468,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,200:258:741:941:945:969:1293:1368:1640,对待
401,표시하다,ko,verb,/pʰjoɕʰiɦa̠da̠/,oyɶɶ,Denote,7:336:356:397:775:826:850:999:1093:1401:1575:1588:1635:1637,597:598:608:661:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1336:1444:1465:1597:1604:1641,78:80:81:415:445:802:991:1134:1212:1445:1473:1545,表示
402,貸し切り,ja,verb,/kaɕikiɾi/,ɶyyy,Lending,59:69:254:268:291:409:1105:1383,698:778:790:793:801:964:1042:1045:1076:1109:1142:1184:1264:1267:1278:1294:1296:1371:1384:1390:1436:1464:1475:1485:1584,1382:1462:1471:1639,
403,柔らかい,ja,adjective,/jaɰᵝaɾakai/,ɶɶɶɶy,soft,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,68:128:148:157:339:416:788:1157,
404,neese,en,adjective,/ˈniz/,yb,neese,461:500:527:553:718:888:954:1188,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,372:924:1210,
405,자극하다,ko,adjective,/t͡ɕa̠ɡɯkʰa̠da̠/,bɶuɶɶ,stimulate,782:837:1035:1061:1103:1490:1522,613:640:687:717:729:743:776:789:815:816:980:1046:1099:1286:1290:1329:1359:1389:1435:1526:1557:1621,28:110:414:435:565:1225:1303:1642,
406,rasa,id,verb,/rasa/,ɶɶ,A taste,342:387:508:546:550:559:574:590:842,667:695:706:715:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1632:1648:1656,114:274:494:692:882:1432:1511,一种味道
407,開く,ja,verb,/akɯ/,ɶu,open,202:260:261:488:492:493:533:555:560:952:1161:1311:1397,642:829:884:923:948:953:1030:1032:1063:1117:1171:1275:1350:1396:1399:1410:1476:1494:1534:1543:1550:1562:1582:1608:1620:1634:1647,188:206:263:279:490:495:577:927:1112:1367:1393,
408,기피,ko,verb,/kipʰi/,yy,avoid,352:578:840,688:691:890:949:1276:1307:1409:1495:1521:1528:1539:1540:1548:1563:1571:1643:1645,107:156:167:384:552:573:1423,避免
409,finigi,eo,verb,/finigi/,yyy,to finish,69:402:1105:1383,685:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1294:1296:1371:1384:1390:1436:1475:1485:1584,79:1382:1462:1471:1639,完成
410,mulai,id,verb,/mulai/,uɶy,Start,325:848:1081:1127:1337:1412:1420,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,119:165:294:430:521:797:1200:1219,
411,menilai,id,verb,/mənilai/,əyɶy,rate,121:360:418:1074:1106:1218:1274:1447,614:669:678:711:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1299:1325:1328:1388:1416:1458:1487:1519:1525:1564:1572:1609:1615,3:50:67:375:481:534:719:752:989:1270:1403:1404,
412,曲がる,ja,verb,/magaɾɯ/,ɶɶu,Bend,722:780:1062:1191:1209:1268,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,166:738:870:1470,弯曲
413,굽히다,ko,verb,/kupʰida̠/,uyɶ,bend,369:822:920:1430:1433:1461,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,123:173:303:471:592:907:1193:1657,
414,berbudaya,id,adjective,/bərbudaja/,əuɶɶ,cultured,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,613:687:717:729:743:776:789:816:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1621,28:405:435:1225:1303:1642,培养
415,porĉiama,eo,adjective,/port͡ʃiama/,oyɶɶ,perpetual,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:608:661:672:673:800:803:828:841:874:940:958:959:960:1064:1078:1146:1187:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1636:1641,71:81:234:447:802:991:1445:1473:1545,永动的
416,abadi,id,adjective,/abadi/,ɶɶy,Abadi,505:569:761:880:937:1007:1024:1026:1066:1216,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,17:34:148:153:244:250:332:353:358:403:544:788:1157,阿巴迪
417,perjalanan,id,verb,/pərdʒalanan/,əɶɶɶm,travel,282:724:798:983:1231:1503,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,12:984:1001:1013:1344,旅行
418,vojaĝi,eo,verb,/voiad͡ʒi/,oyɶy,travel,121:201:320:411:1106:1218:1447,614:620:669:678:711:768:787:851:935:947:987:1068:1104:1125:1233:1247:1277:1288:1298:1299:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403,旅行
